Season,League,Team,Player,Nation,Pos,Age,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
2022-2023,LaLiga,Villarreal,Diego Collado,ESP,FW,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-2023,LaLiga,Villarreal,Alberto Del Moral,ESP,MF,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-2023,LaLiga,Betis,Guido Rodríguez,ARG,MF,28.0,8.0,0.0,0.0,45.0,64.0,1.0,9.0,42.0,75.0,0.0,0.0,1.0,213.0,44.0,46.0,48.9
2022-2023,LaLiga,Betis,William Carvalho,POR,MF,30.0,6.0,1.0,0.0,29.0,40.0,2.0,5.0,16.0,27.0,0.0,0.0,0.0,159.0,32.0,27.0,54.2
2022-2023,LaLiga,Betis,Germán Pezzella,ARG,DF,31.0,4.0,3.0,0.0,27.0,17.0,1.0,2.0,50.0,28.0,0.0,0.0,0.0,108.0,73.0,31.0,70.2
2022-2023,LaLiga,Betis,Borja Iglesias,ESP,FW,29.0,2.0,1.0,0.0,40.0,52.0,22.0,0.0,1.0,4.0,0.0,0.0,0.0,46.0,24.0,44.0,35.3
2022-2023,LaLiga,Betis,Sergio Canales,ESP,"FW,MF",31.0,4.0,2.0,1.0,9.0,32.0,4.0,135.0,14.0,14.0,0.0,0.0,0.0,121.0,13.0,24.0,35.1
2022-2023,LaLiga,Betis,Rui Silva,POR,GK,28.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,6.0,1.0,85.7
2022-2023,LaLiga,Betis,Luiz Felipe,ITA,DF,25.0,3.0,3.0,0.0,10.0,10.0,0.0,2.0,28.0,23.0,0.0,0.0,0.0,80.0,31.0,36.0,46.3
2022-2023,LaLiga,Betis,Luiz Henrique,BRA,FW,21.0,6.0,0.0,0.0,25.0,41.0,5.0,31.0,14.0,34.0,0.0,0.0,0.0,127.0,27.0,41.0,39.7
2022-2023,LaLiga,Betis,Youssouf Sabaly,SEN,DF,29.0,2.0,0.0,0.0,20.0,33.0,2.0,17.0,19.0,23.0,0.0,0.0,0.0,109.0,5.0,11.0,31.3
2022-2023,LaLiga,Betis,Rodri,ESP,"FW,MF",22.0,0.0,0.0,0.0,6.0,39.0,2.0,47.0,13.0,11.0,1.0,0.0,0.0,102.0,2.0,12.0,14.3
2022-2023,LaLiga,Betis,Édgar González,ESP,DF,25.0,8.0,2.0,2.0,23.0,13.0,0.0,0.0,21.0,19.0,0.0,0.0,0.0,83.0,48.0,33.0,59.3
2022-2023,LaLiga,Betis,Ayoze Pérez,ESP,"FW,MF",29.0,3.0,0.0,0.0,32.0,29.0,2.0,7.0,13.0,15.0,2.0,0.0,0.0,67.0,8.0,24.0,25.0
2022-2023,LaLiga,Betis,Juan Miranda,ESP,DF,22.0,1.0,1.0,0.0,15.0,20.0,1.0,73.0,20.0,16.0,0.0,1.0,0.0,78.0,21.0,17.0,55.3
2022-2023,LaLiga,Betis,Andrés Guardado,MEX,MF,35.0,7.0,0.0,0.0,16.0,10.0,0.0,9.0,23.0,25.0,0.0,0.0,0.0,121.0,17.0,29.0,37.0
2022-2023,LaLiga,Betis,Aitor Ruibal,ESP,"DF,FW",26.0,4.0,1.0,0.0,22.0,18.0,3.0,31.0,24.0,29.0,0.0,0.0,0.0,102.0,14.0,18.0,43.8
2022-2023,LaLiga,Betis,Álex Moreno,ESP,DF,29.0,1.0,0.0,0.0,17.0,19.0,1.0,28.0,17.0,22.0,0.0,1.0,0.0,78.0,9.0,18.0,33.3
2022-2023,LaLiga,Betis,Claudio Bravo,CHI,GK,39.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,100.0
2022-2023,LaLiga,Betis,Nabil Fekir,FRA,MF,29.0,4.0,1.0,0.0,21.0,39.0,7.0,48.0,1.0,5.0,1.0,0.0,0.0,31.0,8.0,11.0,42.1
2022-2023,LaLiga,Betis,Juanmi,ESP,FW,29.0,3.0,0.0,0.0,15.0,22.0,15.0,0.0,4.0,10.0,0.0,0.0,0.0,45.0,9.0,16.0,36.0
2022-2023,LaLiga,Betis,Abner,BRA,DF,22.0,2.0,0.0,0.0,8.0,2.0,0.0,13.0,8.0,9.0,0.0,1.0,0.0,43.0,9.0,16.0,36.0
2022-2023,LaLiga,Betis,Willian José,BRA,FW,30.0,1.0,0.0,0.0,9.0,6.0,3.0,4.0,1.0,6.0,0.0,0.0,0.0,31.0,16.0,20.0,44.4
2022-2023,LaLiga,Betis,Martín Montoya,ESP,DF,31.0,1.0,0.0,0.0,4.0,6.0,0.0,10.0,9.0,8.0,0.0,0.0,0.0,24.0,8.0,3.0,72.7
2022-2023,LaLiga,Betis,Víctor Ruiz,ESP,DF,33.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,6.0,3.0,0.0,0.0,0.0,29.0,17.0,7.0,70.8
2022-2023,LaLiga,Betis,Paul Akouokou,CIV,"MF,DF",24.0,3.0,0.0,0.0,7.0,4.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,27.0,6.0,7.0,46.2
2022-2023,LaLiga,Betis,Joaquín,ESP,"MF,FW",41.0,2.0,0.0,0.0,1.0,8.0,1.0,31.0,4.0,3.0,0.0,0.0,0.0,25.0,1.0,5.0,16.7
2022-2023,LaLiga,Betis,Juan Cruz,ESP,FW,22.0,1.0,0.0,0.0,4.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,2.0,33.3
2022-2023,LaLiga,Betis,Felix Garreta,ESP,DF,18.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,50.0
2022-2023,LaLiga,Betis,Roberto González,ESP,"FW,MF",21.0,1.0,0.0,0.0,1.0,4.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-2023,LaLiga,Betis,Loren Morón,ESP,FW,28.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
2022-2023,LaLiga,Betis,Fran Delgado,ESP,DF,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-2023,LaLiga,Osasuna,David García,ESP,DF,28.0,8.0,1.0,0.0,54.0,15.0,0.0,2.0,45.0,20.0,0.0,1.0,0.0,162.0,84.0,36.0,70.0
2022-2023,LaLiga,Osasuna,Lucas Torró,ESP,MF,28.0,10.0,0.0,0.0,64.0,31.0,0.0,1.0,42.0,32.0,0.0,0.0,0.0,184.0,86.0,50.0,63.2
2022-2023,LaLiga,Osasuna,Moi Gómez,ESP,"MF,FW",28.0,5.0,0.0,0.0,14.0,26.0,1.0,115.0,10.0,17.0,0.0,0.0,0.0,176.0,7.0,25.0,21.9
2022-2023,LaLiga,Osasuna,Jon Moncayola,ESP,"MF,DF",24.0,6.0,0.0,0.0,35.0,17.0,3.0,78.0,17.0,39.0,1.0,0.0,0.0,186.0,17.0,15.0,53.1
2022-2023,LaLiga,Osasuna,Aimar Oroz,ESP,"MF,FW",20.0,6.0,0.0,0.0,36.0,61.0,2.0,7.0,24.0,14.0,0.0,0.0,0.0,106.0,17.0,39.0,30.4
2022-2023,LaLiga,Osasuna,Ezequiel Ávila,ARG,"FW,MF",28.0,7.0,1.0,0.0,25.0,35.0,14.0,81.0,8.0,5.0,0.0,0.0,0.0,54.0,35.0,50.0,41.2
2022-2023,LaLiga,Osasuna,Manu Sánchez,ESP,DF,21.0,3.0,0.0,0.0,26.0,10.0,2.0,71.0,14.0,35.0,1.0,0.0,0.0,126.0,15.0,22.0,40.5
2022-2023,LaLiga,Osasuna,Ante Budimir,CRO,FW,31.0,5.0,0.0,0.0,48.0,23.0,12.0,3.0,5.0,9.0,1.0,0.0,0.0,37.0,97.0,104.0,48.3
2022-2023,LaLiga,Osasuna,Juan Cruz Armada,ESP,DF,30.0,7.0,0.0,0.0,17.0,9.0,1.0,35.0,13.0,14.0,0.0,0.0,0.0,94.0,18.0,22.0,45.0
2022-2023,LaLiga,Osasuna,Aitor Fernández,ESP,GK,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,27.0,3.0,1.0,75.0
2022-2023,LaLiga,Osasuna,Aridane Hernández,ESP,DF,33.0,1.0,0.0,0.0,14.0,12.0,0.0,0.0,28.0,15.0,0.0,0.0,1.0,107.0,30.0,15.0,66.7
2022-2023,LaLiga,Osasuna,Unai García,ESP,DF,30.0,6.0,1.0,0.0,22.0,4.0,0.0,3.0,19.0,13.0,0.0,1.0,0.0,90.0,38.0,29.0,56.7
2022-2023,LaLiga,Osasuna,Abdessamad Ezzalzouli,MAR,"FW,MF",20.0,4.0,2.0,1.0,27.0,34.0,2.0,76.0,4.0,19.0,0.0,0.0,0.0,71.0,3.0,17.0,15.0
2022-2023,LaLiga,Osasuna,Sergio Herrera,ESP,GK,29.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,12.0,2.0,1.0,66.7
2022-2023,LaLiga,Osasuna,Kike Barja,ESP,"FW,MF",25.0,1.0,0.0,0.0,18.0,15.0,7.0,110.0,4.0,9.0,0.0,0.0,0.0,65.0,8.0,11.0,42.1
2022-2023,LaLiga,Osasuna,Nacho Vidal,ESP,DF,27.0,4.0,0.0,0.0,28.0,17.0,0.0,31.0,19.0,14.0,0.0,0.0,0.0,61.0,29.0,13.0,69.0
2022-2023,LaLiga,Osasuna,Rubén Peña,ESP,"DF,MF",31.0,2.0,1.0,0.0,26.0,14.0,0.0,54.0,17.0,18.0,0.0,0.0,0.0,94.0,14.0,19.0,42.4
2022-2023,LaLiga,Osasuna,Pablo Ibáñez,ESP,MF,23.0,1.0,0.0,0.0,22.0,16.0,4.0,6.0,8.0,13.0,0.0,0.0,0.0,61.0,24.0,37.0,39.3
2022-2023,LaLiga,Osasuna,Rubén García,ESP,"FW,MF",29.0,2.0,0.0,0.0,14.0,17.0,1.0,79.0,12.0,11.0,0.0,0.0,0.0,71.0,12.0,35.0,25.5
2022-2023,LaLiga,Osasuna,Darko Brašanac,SRB,MF,30.0,5.0,0.0,0.0,16.0,14.0,3.0,7.0,12.0,20.0,0.0,1.0,0.0,50.0,15.0,15.0,50.0
2022-2023,LaLiga,Osasuna,Kiké,ESP,FW,32.0,5.0,0.0,0.0,26.0,26.0,6.0,7.0,1.0,3.0,2.0,0.0,0.0,33.0,44.0,57.0,43.6
2022-2023,LaLiga,Osasuna,Diego Moreno,ESP,DF,21.0,1.0,0.0,0.0,3.0,4.0,1.0,20.0,5.0,4.0,0.0,0.0,0.0,33.0,5.0,8.0,38.5
2022-2023,LaLiga,Osasuna,Iker Muñoz,ESP,MF,19.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,6.0,3.0,66.7
2022-2023,LaLiga,Osasuna,Iker Benito,ESP,"FW,MF",19.0,0.0,0.0,0.0,2.0,2.0,1.0,6.0,2.0,3.0,0.0,0.0,0.0,14.0,1.0,4.0,20.0
2022-2023,LaLiga,Osasuna,Jorge Herrando,ESP,DF,21.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,100.0
2022-2023,LaLiga,Osasuna,Roberto Torres,ESP,"FW,MF",33.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
2022-2023,LaLiga,Athletic Club,Iñaki Williams,GHA,FW,28.0,2.0,0.0,0.0,31.0,31.0,22.0,98.0,7.0,16.0,0.0,0.0,0.0,76.0,32.0,36.0,47.1
2022-2023,LaLiga,Athletic Club,Óscar de Marcos,ESP,DF,33.0,7.0,0.0,0.0,43.0,16.0,2.0,130.0,29.0,33.0,0.0,0.0,1.0,198.0,25.0,23.0,52.1
2022-2023,LaLiga,Athletic Club,Nico Williams,ESP,FW,20.0,3.0,0.0,0.0,23.0,35.0,14.0,174.0,8.0,16.0,1.0,0.0,0.0,147.0,20.0,27.0,42.6
2022-2023,LaLiga,Athletic Club,Oihan Sancet,ESP,MF,22.0,6.0,1.0,0.0,41.0,54.0,2.0,17.0,4.0,16.0,0.0,0.0,0.0,140.0,24.0,22.0,52.2
2022-2023,LaLiga,Athletic Club,Unai Simón,ESP,GK,25.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,
2022-2023,LaLiga,Athletic Club,Mikel Vesga,ESP,MF,29.0,5.0,0.0,0.0,44.0,21.0,0.0,12.0,36.0,35.0,1.0,0.0,1.0,201.0,65.0,48.0,57.5
2022-2023,LaLiga,Athletic Club,Yuri Berchiche,ESP,DF,32.0,9.0,1.0,1.0,31.0,33.0,5.0,66.0,40.0,32.0,1.0,1.0,0.0,173.0,51.0,26.0,66.2
2022-2023,LaLiga,Athletic Club,Yeray Álvarez,ESP,DF,27.0,7.0,1.0,0.0,22.0,22.0,1.0,9.0,48.0,23.0,0.0,2.0,0.0,194.0,55.0,39.0,58.5
2022-2023,LaLiga,Athletic Club,Daniel Vivian,ESP,DF,23.0,7.0,1.0,0.0,38.0,21.0,2.0,6.0,24.0,32.0,0.0,0.0,0.0,214.0,40.0,55.0,42.1
2022-2023,LaLiga,Athletic Club,Álex Berenguer,ESP,FW,27.0,2.0,0.0,0.0,48.0,25.0,19.0,162.0,10.0,37.0,0.0,0.0,0.0,114.0,35.0,42.0,45.5
2022-2023,LaLiga,Athletic Club,Iker Muniain,ESP,"MF,FW",29.0,2.0,0.0,0.0,13.0,62.0,1.0,113.0,4.0,16.0,0.0,0.0,0.0,81.0,3.0,13.0,18.8
2022-2023,LaLiga,Athletic Club,Dani García,ESP,MF,32.0,6.0,0.0,0.0,34.0,14.0,0.0,5.0,19.0,27.0,0.0,0.0,0.0,97.0,21.0,17.0,55.3
2022-2023,LaLiga,Athletic Club,Gorka Guruzeta,ESP,FW,25.0,2.0,0.0,0.0,28.0,14.0,16.0,4.0,4.0,20.0,0.0,0.0,0.0,49.0,29.0,47.0,38.2
2022-2023,LaLiga,Athletic Club,Iñigo Martínez,ESP,DF,31.0,1.0,0.0,0.0,13.0,10.0,3.0,5.0,18.0,8.0,0.0,0.0,0.0,92.0,26.0,19.0,57.8
2022-2023,LaLiga,Athletic Club,Iñigo Lekue,ESP,DF,29.0,1.0,0.0,0.0,15.0,6.0,1.0,43.0,13.0,17.0,0.0,0.0,0.0,118.0,17.0,8.0,68.0
2022-2023,LaLiga,Athletic Club,Aitor Paredes,ESP,DF,22.0,3.0,0.0,0.0,12.0,2.0,0.0,2.0,14.0,6.0,0.0,0.0,1.0,59.0,21.0,7.0,75.0
2022-2023,LaLiga,Athletic Club,Ander Herrera,ESP,MF,32.0,4.0,1.0,0.0,20.0,11.0,0.0,7.0,11.0,10.0,0.0,0.0,0.0,53.0,7.0,5.0,58.3
2022-2023,LaLiga,Athletic Club,Julen Agirrezabala,ESP,GK,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,100.0
2022-2023,LaLiga,Athletic Club,Raúl García,ESP,"FW,MF",36.0,4.0,0.0,0.0,14.0,19.0,8.0,13.0,6.0,8.0,0.0,0.0,0.0,31.0,40.0,38.0,51.3
2022-2023,LaLiga,Athletic Club,Oier Zarraga,ESP,MF,23.0,5.0,0.0,0.0,17.0,12.0,0.0,29.0,10.0,9.0,0.0,0.0,0.0,56.0,9.0,12.0,42.9
2022-2023,LaLiga,Athletic Club,Mikel Balenziaga,ESP,DF,34.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,
2022-2023,LaLiga,Athletic Club,Ander Capa,ESP,DF,30.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,10.0,4.0,0.0,100.0
2022-2023,LaLiga,Athletic Club,Asier Villalibre,ESP,FW,24.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,50.0
2022-2023,LaLiga,Athletic Club,Unai Vencedor Paris,ESP,MF,21.0,2.0,0.0,0.0,12.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,19.0,1.0,0.0,100.0
2022-2023,LaLiga,Athletic Club,Adu Ares,ESP,"FW,MF",20.0,0.0,0.0,0.0,2.0,8.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,7.0,3.0,0.0,100.0
2022-2023,LaLiga,Athletic Club,Jon Morcillo,ESP,"FW,MF",23.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,50.0
2022-2023,LaLiga,Mallorca,Predrag Rajković,SRB,GK,26.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,5.0,1.0,83.3
2022-2023,LaLiga,Mallorca,Pablo Maffeo,ESP,DF,25.0,6.0,1.0,0.0,32.0,45.0,5.0,123.0,26.0,46.0,0.0,0.0,0.0,161.0,47.0,32.0,59.5
2022-2023,LaLiga,Mallorca,Vedat Muriqi,KVX,FW,28.0,6.0,1.0,0.0,59.0,39.0,29.0,11.0,12.0,7.0,1.0,0.0,0.0,88.0,198.0,156.0,55.9
2022-2023,LaLiga,Mallorca,Lee Kang-in,KOR,"MF,FW",21.0,10.0,0.0,0.0,51.0,61.0,2.0,201.0,11.0,24.0,0.0,0.0,0.0,146.0,23.0,57.0,28.8
2022-2023,LaLiga,Mallorca,Antonio Raillo,ESP,DF,30.0,11.0,1.0,0.0,42.0,21.0,5.0,0.0,31.0,21.0,1.0,0.0,0.0,140.0,92.0,51.0,64.3
2022-2023,LaLiga,Mallorca,Martin Valjent,SVK,DF,26.0,8.0,0.0,0.0,33.0,11.0,1.0,6.0,29.0,27.0,0.0,1.0,0.0,114.0,34.0,29.0,54.0
2022-2023,LaLiga,Mallorca,Jaume Costa,ESP,DF,34.0,10.0,0.0,0.0,44.0,32.0,7.0,75.0,22.0,34.0,0.0,0.0,0.0,122.0,30.0,26.0,53.6
2022-2023,LaLiga,Mallorca,Iñigo Ruiz de Galarreta,ESP,MF,28.0,12.0,0.0,0.0,60.0,46.0,0.0,54.0,30.0,38.0,0.0,1.0,0.0,195.0,20.0,24.0,45.5
2022-2023,LaLiga,Mallorca,Copete,ESP,DF,22.0,7.0,1.0,0.0,47.0,24.0,2.0,9.0,44.0,28.0,0.0,1.0,0.0,113.0,39.0,16.0,70.9
2022-2023,LaLiga,Mallorca,Dani Rodríguez,ESP,MF,34.0,8.0,0.0,0.0,49.0,33.0,4.0,32.0,21.0,23.0,0.0,0.0,0.0,133.0,11.0,37.0,22.9
2022-2023,LaLiga,Mallorca,Iddrisu Baba,GHA,"MF,DF",26.0,5.0,0.0,0.0,31.0,30.0,0.0,0.0,11.0,17.0,0.0,0.0,0.0,122.0,37.0,28.0,56.9
2022-2023,LaLiga,Mallorca,Amath,SEN,"MF,FW",26.0,2.0,1.0,0.0,35.0,24.0,7.0,16.0,5.0,19.0,1.0,0.0,0.0,62.0,8.0,19.0,29.6
2022-2023,LaLiga,Mallorca,Antonio Sánchez,ESP,"MF,DF",25.0,5.0,0.0,0.0,26.0,15.0,0.0,32.0,22.0,8.0,1.0,1.0,0.0,96.0,7.0,16.0,30.4
2022-2023,LaLiga,Mallorca,Matija Nastasić,SRB,DF,29.0,3.0,0.0,0.0,12.0,0.0,1.0,1.0,18.0,8.0,0.0,0.0,0.0,31.0,9.0,6.0,60.0
2022-2023,LaLiga,Mallorca,Giovanni González,URU,DF,27.0,5.0,0.0,0.0,16.0,17.0,1.0,20.0,7.0,8.0,0.0,0.0,0.0,48.0,12.0,11.0,52.2
2022-2023,LaLiga,Mallorca,Manu Morlanes,ESP,MF,23.0,3.0,0.0,0.0,6.0,8.0,0.0,2.0,5.0,9.0,0.0,0.0,0.0,40.0,6.0,16.0,27.3
2022-2023,LaLiga,Mallorca,Rodrigo Battaglia,ARG,MF,31.0,5.0,0.0,0.0,11.0,11.0,0.0,1.0,5.0,5.0,0.0,2.0,0.0,29.0,11.0,8.0,57.9
2022-2023,LaLiga,Mallorca,Dennis Hadzikadunic,BIH,DF,24.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,28.0,16.0,13.0,55.2
2022-2023,LaLiga,Mallorca,Clément Grenier,FRA,MF,31.0,7.0,0.0,0.0,21.0,13.0,0.0,34.0,6.0,8.0,0.0,0.0,0.0,46.0,3.0,9.0,25.0
2022-2023,LaLiga,Mallorca,Tino Kadewere,ZIM,"FW,MF",26.0,1.0,0.0,0.0,6.0,3.0,5.0,7.0,2.0,3.0,0.0,0.0,0.0,17.0,30.0,20.0,60.0
2022-2023,LaLiga,Mallorca,Abdón Prats,ESP,"FW,MF",29.0,1.0,0.0,0.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,38.0,26.9
2022-2023,LaLiga,Mallorca,Ángel Rodríguez,ESP,"FW,MF",35.0,1.0,0.0,0.0,9.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,12.0,10.0,9.0,52.6
2022-2023,LaLiga,Mallorca,Braian Cufré,ARG,DF,25.0,0.0,0.0,0.0,5.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0
2022-2023,LaLiga,Mallorca,Franco Russo,ARG,DF,27.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,12.0,3.0,2.0,60.0
2022-2023,LaLiga,Mallorca,Ludwig Augustinsson,SWE,DF,28.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,13.0,4.0,1.0,80.0
2022-2023,LaLiga,Mallorca,Josep Antoni Gayá,ESP,"DF,MF",22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,50.0
2022-2023,LaLiga,Mallorca,Dominik Greif,SVK,GK,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-2023,LaLiga,Mallorca,Leonardo Román,ESP,GK,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,
2022-2023,LaLiga,Mallorca,Lago Junior,CIV,"FW,MF",31.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,1.0,80.0
2022-2023,LaLiga,Mallorca,Javier Llabrés,ESP,FW,19.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2022-2023,LaLiga,Mallorca,Rubén Quintanilla,ESP,DF,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-2023,LaLiga,Girona,Santiago Bueno,URU,DF,23.0,7.0,1.0,1.0,37.0,34.0,2.0,4.0,31.0,38.0,2.0,1.0,0.0,144.0,74.0,41.0,64.3
2022-2023,LaLiga,Girona,Oriol Romeu,ESP,MF,30.0,10.0,1.0,1.0,59.0,33.0,0.0,13.0,37.0,38.0,0.0,1.0,0.0,195.0,39.0,46.0,45.9
2022-2023,LaLiga,Girona,Valentín Castellanos,ARG,FW,23.0,11.0,0.0,0.0,43.0,46.0,31.0,10.0,6.0,5.0,0.0,0.0,0.0,56.0,51.0,70.0,42.1
2022-2023,LaLiga,Girona,Arnau Martinez,ESP,DF,19.0,11.0,0.0,0.0,36.0,66.0,6.0,60.0,25.0,45.0,0.0,1.0,0.0,171.0,32.0,25.0,56.1
2022-2023,LaLiga,Girona,Paulo Gazzaniga,ARG,GK,30.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,4.0,0.0,100.0
2022-2023,LaLiga,Girona,Miguel Gutiérrez,ESP,DF,21.0,6.0,0.0,0.0,23.0,24.0,3.0,104.0,18.0,23.0,0.0,0.0,0.0,157.0,9.0,16.0,36.0
2022-2023,LaLiga,Girona,Aleix García,ESP,MF,25.0,1.0,0.0,0.0,14.0,29.0,1.0,179.0,31.0,20.0,0.0,0.0,0.0,132.0,13.0,6.0,68.4
2022-2023,LaLiga,Girona,Rodrigo Riquelme,ESP,"MF,FW",22.0,1.0,0.0,0.0,27.0,36.0,5.0,78.0,11.0,8.0,0.0,1.0,0.0,111.0,9.0,13.0,40.9
2022-2023,LaLiga,Girona,David López,ESP,DF,32.0,5.0,0.0,0.0,16.0,16.0,3.0,0.0,14.0,18.0,0.0,0.0,0.0,106.0,29.0,32.0,47.5
2022-2023,LaLiga,Girona,Iván Martín,ESP,MF,23.0,2.0,0.0,0.0,18.0,13.0,3.0,18.0,9.0,7.0,1.0,0.0,0.0,81.0,12.0,16.0,42.9
2022-2023,LaLiga,Girona,Viktor Tsyhankov,UKR,MF,24.0,0.0,0.0,0.0,8.0,21.0,2.0,55.0,7.0,8.0,1.0,0.0,0.0,70.0,7.0,13.0,35.0
2022-2023,LaLiga,Girona,Juanpe,ESP,DF,31.0,3.0,0.0,0.0,11.0,2.0,0.0,3.0,10.0,11.0,0.0,1.0,0.0,59.0,18.0,9.0,66.7
2022-2023,LaLiga,Girona,Bernardo Espinosa,COL,DF,33.0,5.0,0.0,0.0,12.0,10.0,0.0,0.0,12.0,2.0,0.0,1.0,0.0,66.0,53.0,28.0,65.4
2022-2023,LaLiga,Girona,Javi Hernández,ESP,DF,24.0,3.0,0.0,0.0,9.0,21.0,1.0,16.0,7.0,12.0,0.0,1.0,0.0,67.0,10.0,10.0,50.0
2022-2023,LaLiga,Girona,Yan Couto,BRA,"DF,MF",20.0,3.0,0.0,0.0,12.0,15.0,2.0,63.0,5.0,18.0,0.0,0.0,0.0,78.0,1.0,7.0,12.5
2022-2023,LaLiga,Girona,Yangel Herrera,VEN,"MF,FW",24.0,4.0,0.0,0.0,34.0,22.0,2.0,19.0,4.0,9.0,0.0,0.0,0.0,45.0,18.0,31.0,36.7
2022-2023,LaLiga,Girona,Toni Villa,ESP,"MF,FW",27.0,2.0,0.0,0.0,12.0,18.0,7.0,27.0,8.0,18.0,0.0,0.0,0.0,52.0,1.0,5.0,16.7
2022-2023,LaLiga,Girona,Juan Carlos,ESP,GK,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,100.0
2022-2023,LaLiga,Girona,Borja García,ESP,"MF,FW",31.0,1.0,0.0,0.0,4.0,20.0,3.0,17.0,5.0,4.0,0.0,0.0,0.0,33.0,6.0,7.0,46.2
2022-2023,LaLiga,Girona,Cristhian Stuani,URU,FW,35.0,8.0,0.0,0.0,39.0,23.0,7.0,3.0,2.0,6.0,0.0,0.0,0.0,26.0,21.0,24.0,46.7
2022-2023,LaLiga,Girona,Valery Fernández,ESP,"MF,DF",22.0,1.0,0.0,0.0,6.0,16.0,4.0,23.0,10.0,6.0,1.0,1.0,0.0,49.0,10.0,5.0,66.7
