Season,League,Team,Player,Nation,Pos,Age,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
2022-2023,Ligue1,Lyon,Rémy Riou,FRA,GK,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,
2022-2023,Ligue1,Lyon,Amin Sarr,SWE,FW,21.0,0.0,0.0,0.0,14.0,4.0,1.0,4.0,0.0,6.0,0.0,0.0,0.0,19.0,10.0,18.0,35.7
2022-2023,Ligue1,Lyon,Houssem Aouar,ALG,MF,24.0,2.0,0.0,0.0,7.0,5.0,0.0,6.0,8.0,5.0,0.0,0.0,0.0,35.0,6.0,4.0,60.0
2022-2023,Ligue1,Lyon,Jérôme Boateng,GER,DF,33.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,18.0,7.0,1.0,87.5
2022-2023,Ligue1,Lyon,Jefferson,BRA,FW,22.0,1.0,0.0,0.0,8.0,10.0,0.0,3.0,1.0,4.0,1.0,0.0,0.0,21.0,3.0,6.0,33.3
2022-2023,Ligue1,Lyon,Henrique,BRA,"DF,FW",28.0,0.0,0.0,0.0,5.0,11.0,1.0,4.0,5.0,4.0,0.0,0.0,0.0,15.0,10.0,5.0,66.7
2022-2023,Ligue1,Lyon,Damien Da Silva,FRA,DF,34.0,2.0,0.0,0.0,8.0,2.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,13.0,12.0,7.0,63.2
2022-2023,Ligue1,Lyon,Romain Faivre,FRA,MF,24.0,0.0,0.0,0.0,7.0,4.0,0.0,17.0,0.0,3.0,0.0,0.0,0.0,16.0,2.0,1.0,66.7
2022-2023,Ligue1,Lyon,Lucas Paquetá,BRA,MF,24.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,10.0,4.0,1.0,80.0
2022-2023,Ligue1,Lyon,Jeff Reine-Adélaïde,FRA,MF,24.0,1.0,0.0,0.0,7.0,4.0,0.0,13.0,6.0,5.0,0.0,0.0,0.0,30.0,3.0,3.0,50.0
2022-2023,Ligue1,Lyon,Mamadou Sarr,FRA,MF,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-2023,Ligue1,Lyon,Mohamed El Arouch,FRA,MF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
2022-2023,Ligue1,Clermont Foot,Mory Diaw,SEN,GK,29.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,31.0,5.0,0.0,100.0
2022-2023,Ligue1,Clermont Foot,Mateusz Wieteska,POL,DF,25.0,7.0,1.0,0.0,29.0,30.0,0.0,1.0,56.0,23.0,1.0,1.0,0.0,185.0,78.0,41.0,65.5
2022-2023,Ligue1,Clermont Foot,Neto Borges,BRA,DF,25.0,4.0,2.0,1.0,21.0,46.0,5.0,84.0,41.0,45.0,2.0,1.0,0.0,186.0,36.0,23.0,61.0
2022-2023,Ligue1,Clermont Foot,Johan Gastien,FRA,MF,34.0,7.0,0.0,0.0,19.0,33.0,0.0,67.0,36.0,34.0,0.0,1.0,0.0,224.0,10.0,10.0,50.0
2022-2023,Ligue1,Clermont Foot,Alidu Seidu,GHA,DF,22.0,10.0,1.0,0.0,33.0,70.0,1.0,22.0,52.0,31.0,0.0,1.0,0.0,203.0,26.0,9.0,74.3
2022-2023,Ligue1,Clermont Foot,Grejohn Kyei,FRA,FW,26.0,3.0,0.0,0.0,58.0,42.0,15.0,7.0,6.0,7.0,1.0,0.0,0.0,51.0,48.0,65.0,42.5
2022-2023,Ligue1,Clermont Foot,Elba Rashani,KVX,"MF,FW",29.0,3.0,0.0,0.0,36.0,29.0,4.0,58.0,21.0,26.0,1.0,0.0,0.0,101.0,16.0,42.0,27.6
2022-2023,Ligue1,Clermont Foot,Yohann Magnin,FRA,MF,25.0,6.0,0.0,0.0,48.0,48.0,3.0,14.0,25.0,54.0,0.0,3.0,0.0,149.0,27.0,47.0,36.5
2022-2023,Ligue1,Clermont Foot,Jim Allevinah,GAB,"DF,FW",27.0,2.0,0.0,0.0,22.0,53.0,1.0,65.0,24.0,24.0,0.0,0.0,0.0,153.0,12.0,17.0,41.4
2022-2023,Ligue1,Clermont Foot,Maximiliano Caufriez,BEL,DF,25.0,10.0,1.0,1.0,29.0,35.0,1.0,3.0,34.0,24.0,0.0,0.0,0.0,142.0,20.0,15.0,57.1
2022-2023,Ligue1,Clermont Foot,Saîf-Eddine Khaoui,TUN,MF,27.0,4.0,0.0,0.0,25.0,36.0,7.0,56.0,33.0,28.0,1.0,1.0,0.0,123.0,12.0,12.0,50.0
2022-2023,Ligue1,Clermont Foot,Muhammed Cham,AUT,MF,21.0,2.0,0.0,0.0,17.0,40.0,1.0,73.0,7.0,15.0,0.0,1.0,0.0,106.0,6.0,13.0,31.6
2022-2023,Ligue1,Clermont Foot,Maxime Gonalons,FRA,MF,33.0,3.0,0.0,0.0,24.0,22.0,0.0,3.0,20.0,32.0,0.0,0.0,0.0,98.0,15.0,9.0,62.5
2022-2023,Ligue1,Clermont Foot,Florent Ogier,FRA,DF,33.0,4.0,0.0,0.0,15.0,9.0,0.0,3.0,18.0,16.0,0.0,1.0,0.0,87.0,28.0,27.0,50.9
2022-2023,Ligue1,Clermont Foot,Komnen Andrić,SRB,FW,27.0,4.0,0.0,0.0,16.0,41.0,7.0,1.0,8.0,5.0,1.0,1.0,0.0,37.0,45.0,59.0,43.3
2022-2023,Ligue1,Clermont Foot,Jérémie Bela,ANG,"DF,MF",29.0,0.0,0.0,0.0,7.0,17.0,0.0,34.0,9.0,4.0,0.0,0.0,0.0,29.0,2.0,0.0,100.0
2022-2023,Ligue1,Clermont Foot,Mehdi Zeffane,ALG,"DF,MF",30.0,1.0,0.0,0.0,4.0,3.0,1.0,24.0,22.0,7.0,0.0,0.0,0.0,36.0,3.0,8.0,27.3
2022-2023,Ligue1,Clermont Foot,Cheick Konaté,CIV,DF,18.0,2.0,0.0,0.0,9.0,4.0,0.0,4.0,13.0,12.0,0.0,0.0,0.0,42.0,3.0,5.0,37.5
2022-2023,Ligue1,Clermont Foot,Aïman Maurer,MAR,MF,17.0,0.0,0.0,0.0,5.0,15.0,2.0,19.0,3.0,1.0,0.0,0.0,0.0,21.0,3.0,7.0,30.0
2022-2023,Ligue1,Clermont Foot,Jodel Dossou,BEN,"MF,DF",30.0,0.0,0.0,0.0,3.0,3.0,3.0,10.0,1.0,4.0,0.0,0.0,0.0,7.0,1.0,4.0,20.0
2022-2023,Ligue1,Clermont Foot,Arial Mendy,SEN,DF,27.0,0.0,0.0,0.0,1.0,7.0,1.0,10.0,4.0,2.0,0.0,1.0,0.0,14.0,5.0,4.0,55.6
2022-2023,Ligue1,Clermont Foot,Ouparine Djoco,GNB,GK,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
2022-2023,Ligue1,Clermont Foot,Baila Diallo,FRA,"DF,MF",21.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,50.0
2022-2023,Ligue1,Clermont Foot,Yanis Massolin,FRA,MF,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,2.0,2.0,50.0
2022-2023,Ligue1,Clermont Foot,Brandon Baiye,BEL,MF,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
2022-2023,Ligue1,Clermont Foot,Souleymane Cissé,FRA,DF,19.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,100.0
2022-2023,Ligue1,Clermont Foot,Jason Berthomier,FRA,MF,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
2022-2023,Ligue1,Clermont Foot,Jean-Claude Billong,CMR,MF,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,50.0
2022-2023,Ligue1,Nice,Dante,BRA,DF,38.0,6.0,0.0,0.0,38.0,18.0,0.0,2.0,47.0,40.0,0.0,1.0,0.0,261.0,74.0,28.0,72.5
2022-2023,Ligue1,Nice,Kasper Schmeichel,DEN,GK,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,3.0,0.0,100.0
2022-2023,Ligue1,Nice,Jean-Clair Todibo,FRA,DF,22.0,4.0,2.0,1.0,21.0,15.0,1.0,5.0,41.0,48.0,0.0,2.0,0.0,248.0,39.0,29.0,57.4
2022-2023,Ligue1,Nice,Khéphren Thuram,FRA,MF,21.0,3.0,0.0,0.0,31.0,19.0,3.0,23.0,38.0,25.0,1.0,0.0,0.0,146.0,16.0,18.0,47.1
2022-2023,Ligue1,Nice,Gaëtan Laborde,FRA,FW,28.0,0.0,0.0,0.0,26.0,28.0,7.0,71.0,9.0,25.0,0.0,0.0,0.0,101.0,48.0,56.0,46.2
2022-2023,Ligue1,Nice,Melvin Bard,FRA,DF,21.0,6.0,0.0,0.0,30.0,20.0,2.0,70.0,64.0,60.0,0.0,1.0,0.0,180.0,33.0,23.0,58.9
2022-2023,Ligue1,Nice,Jordan Lotomba,SUI,DF,23.0,4.0,0.0,0.0,23.0,31.0,0.0,48.0,32.0,38.0,0.0,1.0,0.0,131.0,25.0,22.0,53.2
2022-2023,Ligue1,Nice,Hicham Boudaoui,ALG,MF,22.0,5.0,0.0,0.0,31.0,36.0,0.0,23.0,36.0,32.0,0.0,0.0,0.0,152.0,9.0,12.0,42.9
2022-2023,Ligue1,Nice,Aaron Ramsey,WAL,MF,31.0,3.0,0.0,0.0,23.0,18.0,3.0,62.0,17.0,25.0,1.0,0.0,0.0,115.0,6.0,12.0,33.3
2022-2023,Ligue1,Nice,Pablo Rosario,NED,"MF,DF",25.0,6.0,0.0,0.0,18.0,13.0,0.0,11.0,23.0,26.0,0.0,0.0,0.0,97.0,16.0,22.0,42.1
2022-2023,Ligue1,Nice,Nicolas Pépé,CIV,"FW,MF",27.0,2.0,0.0,0.0,13.0,33.0,6.0,42.0,3.0,13.0,2.0,0.0,0.0,76.0,8.0,13.0,38.1
2022-2023,Ligue1,Nice,Terem Moffi,NGA,FW,23.0,2.0,0.0,0.0,13.0,10.0,5.0,1.0,2.0,6.0,0.0,0.0,0.0,28.0,19.0,27.0,41.3
2022-2023,Ligue1,Nice,Sofiane Diop,FRA,"MF,FW",22.0,1.0,0.0,0.0,9.0,27.0,2.0,44.0,16.0,11.0,0.0,0.0,0.0,94.0,10.0,6.0,62.5
2022-2023,Ligue1,Nice,Mario Lemina,GAB,"MF,DF",28.0,1.0,1.0,0.0,13.0,5.0,0.0,2.0,11.0,21.0,0.0,0.0,0.0,62.0,5.0,4.0,55.6
2022-2023,Ligue1,Nice,Ross Barkley,ENG,"MF,FW",28.0,1.0,0.0,0.0,14.0,15.0,1.0,46.0,8.0,9.0,0.0,0.0,0.0,58.0,4.0,12.0,25.0
2022-2023,Ligue1,Nice,Badredine Bouanani,ALG,"FW,MF",17.0,0.0,0.0,0.0,9.0,21.0,1.0,47.0,1.0,9.0,0.0,0.0,0.0,43.0,1.0,7.0,12.5
2022-2023,Ligue1,Nice,Andy Delort,ALG,FW,30.0,0.0,0.0,0.0,8.0,9.0,7.0,15.0,1.0,0.0,0.0,0.0,0.0,12.0,28.0,25.0,52.8
2022-2023,Ligue1,Nice,Youcef Atal,ALG,"DF,MF",26.0,1.0,0.0,0.0,9.0,15.0,3.0,40.0,14.0,22.0,0.0,0.0,0.0,51.0,9.0,7.0,56.3
2022-2023,Ligue1,Nice,Mattia Viti,ITA,DF,20.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,27.0,13.0,7.0,65.0
2022-2023,Ligue1,Nice,Alexis Beka Beka,FRA,"MF,DF",21.0,2.0,0.0,0.0,11.0,7.0,0.0,17.0,12.0,5.0,0.0,0.0,0.0,44.0,3.0,4.0,42.9
2022-2023,Ligue1,Nice,Antoine Mendy,FRA,DF,18.0,0.0,0.0,0.0,9.0,3.0,2.0,13.0,2.0,13.0,0.0,0.0,0.0,37.0,7.0,11.0,38.9
2022-2023,Ligue1,Nice,Youssouf Ndayishimiye,BDI,"MF,DF",23.0,2.0,0.0,0.0,5.0,4.0,0.0,2.0,12.0,9.0,0.0,0.0,0.0,36.0,5.0,6.0,45.5
2022-2023,Ligue1,Nice,Bilal Brahimi,ALG,"FW,MF",22.0,0.0,0.0,0.0,3.0,8.0,6.0,76.0,4.0,5.0,0.0,0.0,0.0,31.0,2.0,4.0,33.3
2022-2023,Ligue1,Nice,Ayoub Amraoui,MAR,"DF,FW",18.0,1.0,0.0,0.0,5.0,2.0,0.0,14.0,4.0,5.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0
2022-2023,Ligue1,Nice,Amine Gouiri,ALG,"FW,MF",22.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,6.0,3.0,2.0,60.0
2022-2023,Ligue1,Nice,Calvin Stengs,NED,FW,23.0,0.0,0.0,0.0,5.0,6.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,13.0,1.0,1.0,50.0
2022-2023,Ligue1,Nice,Marcin Bułka,POL,GK,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,
2022-2023,Ligue1,Nice,Joe Bryan,ENG,"MF,DF",28.0,3.0,0.0,0.0,4.0,3.0,1.0,3.0,1.0,4.0,0.0,0.0,0.0,16.0,0.0,5.0,0.0
2022-2023,Ligue1,Nice,Rareş Ilie,ROU,"MF,FW",19.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,9.0,2.0,1.0,66.7
2022-2023,Ligue1,Nice,Reda Belahyane,FRA,MF,18.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,23.0,0.0,0.0,
2022-2023,Ligue1,Nice,Flavius Daniliuc,AUT,DF,21.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,100.0
2022-2023,Ligue1,Nice,Alexis Claude-Maurice,FRA,FW,24.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,100.0
2022-2023,Ligue1,Nice,Andréa Dacourt,FRA,MF,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-2023,Ligue1,Nice,Théo Trinker,FRA,MF,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-2023,Ligue1,Lorient,Montassar Talbi,TUN,DF,24.0,0.0,0.0,0.0,16.0,26.0,0.0,2.0,40.0,25.0,0.0,0.0,0.0,164.0,90.0,47.0,65.7
2022-2023,Ligue1,Lorient,Vincent Le Goff,FRA,DF,32.0,1.0,0.0,0.0,19.0,19.0,3.0,39.0,41.0,32.0,0.0,0.0,0.0,205.0,30.0,29.0,50.8
2022-2023,Ligue1,Lorient,Enzo Le Fée,FRA,MF,22.0,5.0,0.0,0.0,42.0,64.0,2.0,136.0,34.0,64.0,0.0,0.0,0.0,240.0,11.0,25.0,30.6
2022-2023,Ligue1,Lorient,Gedeon Kalulu,COD,DF,24.0,6.0,0.0,0.0,30.0,18.0,2.0,29.0,28.0,34.0,0.0,0.0,0.0,165.0,28.0,25.0,52.8
2022-2023,Ligue1,Lorient,Laurent Abergel,FRA,MF,29.0,7.0,1.0,1.0,28.0,29.0,0.0,6.0,34.0,52.0,0.0,0.0,0.0,193.0,8.0,15.0,34.8
2022-2023,Ligue1,Lorient,Yvon Mvogo,SUI,GK,28.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,5.0,0.0,100.0
2022-2023,Ligue1,Lorient,Julien Ponceau,FRA,MF,21.0,1.0,0.0,0.0,21.0,25.0,4.0,12.0,14.0,19.0,0.0,0.0,0.0,105.0,8.0,27.0,22.9
2022-2023,Ligue1,Lorient,Julien Laporte,FRA,DF,28.0,1.0,0.0,0.0,10.0,16.0,1.0,0.0,18.0,16.0,0.0,0.0,1.0,61.0,31.0,21.0,59.6
2022-2023,Ligue1,Lorient,Dango Ouattara,BFA,"FW,MF",20.0,3.0,1.0,1.0,15.0,43.0,2.0,33.0,19.0,26.0,2.0,0.0,0.0,90.0,37.0,38.0,49.3
2022-2023,Ligue1,Lorient,Vito Mannone,ITA,GK,34.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,100.0
2022-2023,Ligue1,Lorient,Terem Moffi,NGA,FW,23.0,1.0,0.0,0.0,17.0,17.0,4.0,3.0,3.0,5.0,0.0,0.0,0.0,35.0,13.0,47.0,21.7
2022-2023,Ligue1,Lorient,Bamo Meïté,CIV,DF,21.0,5.0,0.0,0.0,16.0,12.0,1.0,0.0,16.0,8.0,0.0,0.0,0.0,76.0,30.0,35.0,46.2
2022-2023,Ligue1,Lorient,Ibrahima Koné,MLI,FW,23.0,3.0,0.0,0.0,29.0,24.0,14.0,1.0,4.0,13.0,0.0,0.0,0.0,44.0,55.0,60.0,47.8
2022-2023,Ligue1,Lorient,Théo Le Bris,FRA,"MF,DF",19.0,0.0,0.0,0.0,5.0,3.0,0.0,13.0,18.0,19.0,0.0,0.0,0.0,78.0,10.0,14.0,41.7
2022-2023,Ligue1,Lorient,Romain Faivre,FRA,"MF,FW",24.0,0.0,0.0,0.0,12.0,35.0,1.0,26.0,1.0,8.0,1.0,0.0,0.0,62.0,0.0,10.0,0.0
2022-2023,Ligue1,Lorient,Bonke Innocent,NGA,MF,26.0,5.0,0.0,0.0,38.0,11.0,0.0,0.0,26.0,17.0,0.0,1.0,0.0,77.0,9.0,20.0,31.0
2022-2023,Ligue1,Lorient,Stéphane Diarra,FRA,"FW,MF",23.0,1.0,0.0,0.0,7.0,21.0,4.0,15.0,22.0,17.0,0.0,0.0,0.0,94.0,5.0,8.0,38.5
2022-2023,Ligue1,Lorient,Jean-Victor Makengo,FRA,MF,24.0,2.0,1.0,1.0,18.0,27.0,0.0,1.0,10.0,8.0,0.0,0.0,0.0,79.0,4.0,4.0,50.0
2022-2023,Ligue1,Lorient,Yoann Cathline,FRA,"FW,MF",20.0,0.0,0.0,0.0,11.0,28.0,1.0,48.0,8.0,12.0,0.0,1.0,0.0,62.0,2.0,8.0,20.0
2022-2023,Ligue1,Lorient,Bamba Dieng,SEN,FW,22.0,1.0,0.0,0.0,21.0,31.0,5.0,5.0,2.0,10.0,0.0,0.0,0.0,18.0,9.0,16.0,36.0
2022-2023,Ligue1,Lorient,Darlin Yongwa,CMR,DF,21.0,2.0,0.0,0.0,14.0,16.0,3.0,20.0,5.0,11.0,0.0,0.0,0.0,40.0,3.0,8.0,27.3
2022-2023,Ligue1,Lorient,Igor Carioca,BRA,DF,25.0,2.0,1.0,0.0,7.0,5.0,0.0,14.0,5.0,11.0,0.0,0.0,0.0,33.0,4.0,3.0,57.1
2022-2023,Ligue1,Lorient,Armand Lauriente,FRA,FW,23.0,0.0,0.0,0.0,2.0,5.0,1.0,6.0,4.0,7.0,1.0,0.0,0.0,20.0,1.0,1.0,50.0
2022-2023,Ligue1,Lorient,Chrislain Matsima,FRA,"DF,MF",20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,33.3
2022-2023,Ligue1,Lorient,Adil Aouchiche,FRA,MF,20.0,0.0,0.0,0.0,4.0,5.0,0.0,17.0,4.0,2.0,0.0,0.0,0.0,14.0,0.0,3.0,0.0
2022-2023,Ligue1,Lorient,Quentin Boisgard,FRA,MF,25.0,1.0,0.0,0.0,3.0,1.0,0.0,8.0,4.0,2.0,0.0,0.0,0.0,9.0,2.0,0.0,100.0
2022-2023,Ligue1,Lorient,Ckene Doucouré,COM,"FW,MF",20.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,5.0,5.0,6.0,45.5
2022-2023,Ligue1,Lorient,Ayman Kari,FRA,"MF,DF",17.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,50.0
2022-2023,Ligue1,Lorient,Adrian Grbić,AUT,"MF,FW",25.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2022-2023,Ligue1,Lorient,Eli Junior Kroupi,FRA,"FW,MF",16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-2023,Ligue1,Reims,Yunis Abdelhamid,MAR,DF,34.0,6.0,0.0,0.0,49.0,28.0,2.0,5.0,64.0,50.0,0.0,0.0,0.0,263.0,93.0,51.0,64.6
2022-2023,Ligue1,Reims,Folarin Balogun,USA,FW,21.0,5.0,0.0,0.0,38.0,54.0,29.0,23.0,3.0,5.0,3.0,0.0,0.0,86.0,14.0,57.0,19.7
2022-2023,Ligue1,Reims,Junya Ito,JPN,FW,29.0,3.0,1.0,0.0,20.0,43.0,31.0,198.0,8.0,20.0,0.0,0.0,0.0,131.0,29.0,26.0,52.7
2022-2023,Ligue1,Reims,Yehvann Diouf,FRA,GK,22.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,13.0,1.0,92.9
2022-2023,Ligue1,Reims,Marshall Munetsi,ZIM,MF,26.0,6.0,0.0,0.0,64.0,38.0,2.0,23.0,26.0,27.0,1.0,0.0,0.0,157.0,58.0,49.0,54.2
2022-2023,Ligue1,Reims,Azor Matusiwa,NED,MF,24.0,4.0,0.0,0.0,43.0,33.0,0.0,4.0,46.0,41.0,0.0,0.0,0.0,235.0,32.0,35.0,47.8
2022-2023,Ligue1,Reims,Alexis Flips,FRA,"FW,MF",22.0,3.0,1.0,0.0,23.0,24.0,2.0,139.0,24.0,30.0,0.0,0.0,0.0,159.0,13.0,34.0,27.7
2022-2023,Ligue1,Reims,Emmanuel Agbadou,CIV,DF,25.0,5.0,3.0,0.0,29.0,6.0,0.0,2.0,32.0,49.0,0.0,1.0,1.0,248.0,60.0,36.0,62.5
2022-2023,Ligue1,Reims,Thomas Foket,BEL,DF,27.0,0.0,0.0,0.0,27.0,22.0,3.0,57.0,33.0,22.0,0.0,0.0,0.0,148.0,12.0,13.0,48.0
2022-2023,Ligue1,Reims,Thibault De Smet,BEL,DF,24.0,2.0,0.0,0.0,25.0,9.0,3.0,48.0,20.0,17.0,0.0,0.0,0.0,104.0,31.0,7.0,81.6
2022-2023,Ligue1,Reims,Dion Lopy,SEN,MF,20.0,6.0,2.0,1.0,31.0,25.0,0.0,6.0,22.0,24.0,1.0,0.0,0.0,128.0,15.0,7.0,68.2
2022-2023,Ligue1,Reims,Jens Cajuste,SWE,MF,22.0,8.0,1.0,1.0,33.0,29.0,0.0,7.0,18.0,25.0,0.0,0.0,0.0,101.0,13.0,17.0,43.3
2022-2023,Ligue1,Reims,Kamory Doumbia,MLI,MF,19.0,0.0,0.0,0.0,15.0,9.0,0.0,9.0,13.0,16.0,0.0,0.0,0.0,83.0,7.0,22.0,24.1
2022-2023,Ligue1,Reims,Bradley Locko,FRA,DF,20.0,3.0,1.0,0.0,10.0,9.0,1.0,13.0,20.0,16.0,0.0,0.0,0.0,77.0,12.0,8.0,60.0
2022-2023,Ligue1,Reims,Andrew Gravillon,GLP,DF,24.0,3.0,0.0,0.0,18.0,14.0,0.0,16.0,21.0,8.0,0.0,0.0,0.0,65.0,13.0,12.0,52.0
2022-2023,Ligue1,Reims,Arber Zeneli,KVX,"FW,MF",27.0,0.0,0.0,0.0,7.0,12.0,3.0,50.0,2.0,3.0,1.0,0.0,0.0,58.0,4.0,8.0,33.3
2022-2023,Ligue1,Reims,Maxime Busi,BEL,DF,22.0,4.0,0.0,0.0,19.0,6.0,0.0,27.0,14.0,16.0,0.0,1.0,0.0,74.0,14.0,16.0,46.7
2022-2023,Ligue1,Reims,Check Keita,FRA,DF,19.0,1.0,0.0,0.0,7.0,7.0,1.0,0.0,5.0,9.0,0.0,0.0,0.0,38.0,9.0,12.0,42.9
2022-2023,Ligue1,Reims,Patrick Pentz,AUT,GK,25.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,
2022-2023,Ligue1,Reims,Mitchell van Bergen,NED,"FW,DF",22.0,1.0,0.0,0.0,10.0,7.0,3.0,59.0,6.0,8.0,1.0,1.0,0.0,56.0,5.0,8.0,38.5
2022-2023,Ligue1,Reims,Wout Faes,BEL,DF,24.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,15.0,4.0,6.0,40.0
2022-2023,Ligue1,Reims,Myziane Maolida,FRA,"MF,FW",23.0,0.0,0.0,0.0,5.0,1.0,1.0,4.0,2.0,3.0,0.0,0.0,0.0,17.0,1.0,1.0,50.0
2022-2023,Ligue1,Reims,Noah Holm,NOR,"FW,MF",21.0,1.0,0.0,0.0,6.0,9.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,4.0,12.0,25.0
2022-2023,Ligue1,Reims,Valentin Atangana Edoa,FRA,MF,16.0,0.0,0.0,0.0,7.0,8.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,10.0,3.0,0.0,100.0
2022-2023,Ligue1,Reims,Kaj Sierhuis,NED,"FW,MF",24.0,0.0,0.0,0.0,5.0,4.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,9.0,2.0,8.0,20.0
2022-2023,Ligue1,Reims,Ibrahim Diakité,GUI,DF,18.0,1.0,0.0,0.0,3.0,2.0,0.0,7.0,5.0,3.0,0.0,0.0,0.0,10.0,1.0,2.0,33.3
2022-2023,Ligue1,Reims,El Bilal Touré,MLI,FW,20.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,33.3
2022-2023,Ligue1,Reims,Martin Adeline,FRA,"MF,FW",18.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,11.0,6.0,5.0,54.5
2022-2023,Ligue1,Reims,Nathanael Mbuku,FRA,"FW,MF",20.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0
2022-2023,Ligue1,Reims,Fallou Fall,SEN,DF,18.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
2022-2023,Ligue1,Reims,Mohamed Toure,AUS,"FW,MF",18.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,20.0
