Season,League,Team,Player,Nation,Pos,Age,90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist
2022-2023,EPL,Manchester City,Ederson,BRA,GK,28.0,35.0,32.0,3.0,1.0,4.0,1.0,26.2,0.3,-4.8,-0.14,117.0,263.0,44.5,1104.0,147.0,19.6,28.0,152.0,30.9,32.3,286.0,19.0,6.6,33.0,0.94,15.7
2022-2023,EPL,Manchester City,Stefan Ortega,GER,GK,29.0,3.0,1.0,0.0,0.0,0.0,0.0,4.1,0.27,3.1,1.02,11.0,24.0,45.8,155.0,16.0,14.8,23.9,12.0,8.3,20.3,26.0,1.0,3.8,7.0,2.33,21.1
2022-2023,EPL,Manchester City,Squad Total,,,27.2,38.0,33.0,3.0,1.0,4.0,1.0,30.3,0.3,-1.7,-0.05,128.0,287.0,44.6,1259.0,163.0,19.0,,164.0,29.3,31.4,312.0,20.0,6.4,40.0,1.05,
2022-2023,EPL,Manchester City,Opponent Total,,,26.6,38.0,94.0,9.0,2.0,10.0,2.0,74.8,0.31,-17.2,-0.45,223.0,652.0,34.2,1203.0,174.0,40.3,35.3,303.0,55.1,42.9,552.0,32.0,5.8,23.0,0.61,13.0
2022-2023,EPL,Arsenal,Aaron Ramsdale,ENG,GK,24.0,38.0,43.0,3.0,0.0,6.0,1.0,40.0,0.28,-2.0,-0.05,109.0,429.0,25.4,956.0,174.0,35.4,33.3,153.0,59.5,49.2,381.0,22.0,5.8,43.0,1.13,16.1
2022-2023,EPL,Arsenal,Squad Total,,,24.7,38.0,43.0,3.0,0.0,6.0,1.0,40.0,0.28,-2.0,-0.05,109.0,429.0,25.4,956.0,174.0,35.4,,153.0,59.5,49.2,381.0,22.0,5.8,43.0,1.13,
2022-2023,EPL,Arsenal,Opponent Total,,,26.7,38.0,88.0,3.0,0.0,13.0,4.0,66.8,0.33,-17.2,-0.45,215.0,604.0,35.6,989.0,134.0,41.0,35.2,310.0,64.2,46.9,510.0,38.0,7.5,37.0,0.97,13.0
2022-2023,EPL,Manchester Utd,David de Gea,ESP,GK,31.0,38.0,43.0,2.0,2.0,6.0,1.0,41.3,0.27,-0.7,-0.02,141.0,449.0,31.4,1032.0,128.0,32.6,32.3,179.0,63.1,47.1,526.0,15.0,2.9,32.0,0.84,14.8
2022-2023,EPL,Manchester Utd,Squad Total,,,26.9,38.0,43.0,2.0,2.0,6.0,1.0,41.3,0.27,-0.7,-0.02,141.0,449.0,31.4,1032.0,128.0,32.6,,179.0,63.1,47.1,526.0,15.0,2.9,32.0,0.84,
2022-2023,EPL,Manchester Utd,Opponent Total,,,26.4,38.0,58.0,3.0,0.0,3.0,2.0,63.8,0.3,7.8,0.21,215.0,556.0,38.7,1215.0,189.0,35.1,32.0,274.0,47.4,38.5,406.0,19.0,4.7,64.0,1.68,18.2
2022-2023,EPL,Newcastle Utd,Nick Pope,ENG,GK,30.0,36.2,32.0,2.0,0.0,8.0,1.0,31.3,0.24,0.3,0.01,120.0,368.0,32.6,683.0,232.0,33.1,33.0,207.0,68.6,50.7,411.0,34.0,8.3,74.0,2.04,18.2
2022-2023,EPL,Newcastle Utd,Martin Dúbravka,SVK,GK,33.0,1.7,1.0,0.0,0.0,0.0,1.0,1.9,0.21,1.9,1.07,6.0,10.0,60.0,39.0,14.0,10.3,20.7,15.0,40.0,35.3,30.0,1.0,3.3,0.0,0.0,12.4
2022-2023,EPL,Newcastle Utd,Squad Total,,,27.3,38.0,33.0,2.0,0.0,8.0,2.0,33.2,0.24,2.2,0.06,126.0,378.0,33.3,722.0,246.0,31.9,,222.0,66.7,49.6,441.0,35.0,7.9,74.0,1.95,
2022-2023,EPL,Newcastle Utd,Opponent Total,,,26.8,38.0,68.0,6.0,1.0,6.0,4.0,66.5,0.32,2.5,0.07,222.0,736.0,30.2,1082.0,195.0,48.1,38.2,298.0,72.5,50.6,580.0,55.0,9.5,51.0,1.34,14.2
2022-2023,EPL,Liverpool,Alisson,BRA,GK,29.0,37.0,43.0,2.0,0.0,0.0,2.0,51.1,0.33,10.1,0.27,116.0,283.0,41.0,1256.0,210.0,18.4,26.9,193.0,26.9,31.3,397.0,23.0,5.8,89.0,2.41,19.8
2022-2023,EPL,Liverpool,Caoimhín Kelleher,IRL,GK,23.0,1.0,4.0,0.0,0.0,0.0,0.0,2.9,0.34,-1.1,-1.06,2.0,2.0,100.0,22.0,7.0,9.1,24.3,2.0,0.0,20.5,3.0,0.0,0.0,0.0,0.0,9.0
2022-2023,EPL,Liverpool,Squad Total,,,27.4,38.0,47.0,2.0,0.0,0.0,2.0,54.1,0.33,9.1,0.24,118.0,285.0,41.4,1278.0,217.0,18.2,,195.0,26.7,31.2,400.0,23.0,5.8,89.0,2.34,
2022-2023,EPL,Liverpool,Opponent Total,,,26.6,38.0,75.0,2.0,1.0,11.0,4.0,66.7,0.32,-4.3,-0.11,213.0,710.0,30.0,1011.0,199.0,48.9,38.6,312.0,69.2,49.8,651.0,40.0,6.1,48.0,1.26,14.7
2022-2023,EPL,Brighton,Robert Sánchez,ESP,GK,24.0,23.0,30.0,5.0,0.0,4.0,3.0,24.2,0.25,-2.8,-0.12,60.0,205.0,29.3,645.0,103.0,24.2,28.9,131.0,37.4,35.1,229.0,17.0,7.4,13.0,0.57,12.3
2022-2023,EPL,Brighton,Jason Steele,ENG,GK,31.0,15.0,23.0,1.0,0.0,2.0,3.0,18.5,0.29,-1.5,-0.1,34.0,74.0,45.9,483.0,48.0,14.9,24.2,55.0,3.6,13.9,126.0,10.0,7.9,19.0,1.27,15.7
2022-2023,EPL,Brighton,Squad Total,,,26.3,38.0,53.0,6.0,0.0,6.0,6.0,42.7,0.27,-4.3,-0.11,94.0,279.0,33.7,1128.0,151.0,20.2,,186.0,27.4,28.8,355.0,27.0,7.6,32.0,0.84,
2022-2023,EPL,Brighton,Opponent Total,,,26.5,38.0,72.0,6.0,1.0,3.0,4.0,66.8,0.28,-1.2,-0.03,202.0,663.0,30.5,1167.0,170.0,41.5,35.2,301.0,59.5,43.6,554.0,38.0,6.9,63.0,1.66,14.2
2022-2023,EPL,Aston Villa,Emiliano Martínez,ARG,GK,29.0,34.9,38.0,4.0,1.0,6.0,4.0,36.6,0.24,2.6,0.07,199.0,523.0,38.0,1171.0,135.0,35.5,33.0,212.0,50.5,40.7,483.0,60.0,12.4,73.0,2.09,16.6
2022-2023,EPL,Aston Villa,Robin Olsen,SWE,GK,32.0,3.1,8.0,1.0,0.0,3.0,0.0,6.2,0.29,-1.8,-0.57,15.0,62.0,24.2,101.0,18.0,44.6,37.6,28.0,60.7,46.8,45.0,5.0,11.1,3.0,0.96,14.2
2022-2023,EPL,Aston Villa,Squad Total,,,27.0,38.0,46.0,5.0,1.0,9.0,4.0,42.8,0.25,0.8,0.02,214.0,585.0,36.6,1272.0,153.0,36.2,,240.0,51.7,41.4,528.0,65.0,12.3,76.0,2.0,
2022-2023,EPL,Aston Villa,Opponent Total,,,26.5,38.0,51.0,3.0,2.0,6.0,2.0,44.1,0.28,-4.9,-0.13,134.0,355.0,37.7,829.0,173.0,29.6,31.9,225.0,48.9,39.7,439.0,27.0,6.2,41.0,1.08,15.1
2022-2023,EPL,Tottenham,Hugo Lloris,FRA,GK,35.0,24.5,39.0,1.0,0.0,3.0,1.0,33.9,0.29,-4.1,-0.17,77.0,218.0,35.3,539.0,109.0,31.7,31.4,186.0,25.3,25.8,322.0,20.0,6.2,29.0,1.18,13.8
2022-2023,EPL,Tottenham,Fraser Forster,ENG,GK,34.0,13.5,24.0,2.0,1.0,4.0,0.0,21.3,0.34,-2.7,-0.2,36.0,124.0,29.0,269.0,71.0,29.0,30.2,93.0,49.5,37.6,193.0,5.0,2.6,16.0,1.19,15.2
2022-2023,EPL,Tottenham,Squad Total,,,27.6,38.0,63.0,3.0,1.0,7.0,1.0,55.1,0.3,-6.9,-0.18,113.0,342.0,33.0,808.0,180.0,30.8,30.2,279.0,33.3,29.7,515.0,25.0,4.9,45.0,1.18,15.2
2022-2023,EPL,Tottenham,Opponent Total,,,26.7,38.0,70.0,5.0,0.0,13.0,2.0,56.5,0.27,-11.5,-0.3,184.0,611.0,30.1,1024.0,169.0,44.4,36.5,221.0,70.6,49.8,530.0,30.0,5.7,60.0,1.58,15.7
2022-2023,EPL,Brentford,David Raya,ESP,GK,26.0,38.0,46.0,2.0,0.0,9.0,3.0,48.0,0.24,5.0,0.13,347.0,882.0,39.3,1367.0,160.0,50.7,39.5,269.0,70.3,51.8,598.0,52.0,8.7,54.0,1.42,15.8
2022-2023,EPL,Brentford,Squad Total,,,26.2,38.0,46.0,2.0,0.0,9.0,3.0,48.0,0.24,5.0,0.13,347.0,882.0,39.3,1367.0,160.0,50.7,,269.0,70.3,51.8,598.0,52.0,8.7,54.0,1.42,
2022-2023,EPL,Brentford,Opponent Total,,,26.6,38.0,58.0,7.0,2.0,8.0,2.0,54.6,0.31,-1.4,-0.04,157.0,546.0,28.8,928.0,183.0,39.8,35.2,244.0,72.5,50.3,531.0,34.0,6.4,53.0,1.39,15.7
2022-2023,EPL,Fulham,Bernd Leno,GER,GK,30.0,36.0,51.0,7.0,1.0,8.0,2.0,58.0,0.27,9.0,0.25,124.0,391.0,31.7,1153.0,190.0,26.0,30.0,242.0,37.6,36.0,464.0,35.0,7.5,46.0,1.28,15.0
2022-2023,EPL,Fulham,Marek Rodák,SVK,GK,25.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.51,0.0,0.01,16.0,47.0,34.0,46.0,3.0,73.9,46.0,15.0,86.7,60.0,26.0,1.0,3.8,2.0,1.0,14.0
2022-2023,EPL,Fulham,Squad Total,,,28.2,38.0,53.0,7.0,1.0,8.0,2.0,60.1,0.28,9.1,0.24,140.0,438.0,32.0,1199.0,193.0,27.9,,257.0,40.5,37.4,490.0,36.0,7.3,48.0,1.26,
2022-2023,EPL,Fulham,Opponent Total,,,26.7,38.0,55.0,5.0,1.0,10.0,3.0,52.1,0.31,0.1,0.0,139.0,430.0,32.3,1051.0,174.0,30.5,30.8,228.0,47.8,40.0,604.0,39.0,6.5,29.0,0.76,13.4
2022-2023,EPL,Crystal Palace,Vicente Guaita,ESP,GK,35.0,27.0,34.0,2.0,0.0,4.0,2.0,32.4,0.26,0.4,0.01,115.0,320.0,35.9,635.0,140.0,34.5,32.3,206.0,49.0,37.4,410.0,26.0,6.3,26.0,0.96,13.1
2022-2023,EPL,Crystal Palace,Sam Johnstone,ENG,GK,29.0,9.0,10.0,2.0,0.0,4.0,1.0,10.0,0.24,1.0,0.11,30.0,99.0,30.3,233.0,41.0,31.8,31.8,46.0,54.3,42.8,104.0,2.0,1.9,11.0,1.22,15.4
2022-2023,EPL,Crystal Palace,Joseph Whitworth,ENG,GK,18.0,2.0,5.0,0.0,0.0,0.0,0.0,2.3,0.23,-2.7,-1.33,8.0,27.0,29.6,68.0,8.0,29.4,30.1,15.0,46.7,36.7,25.0,1.0,4.0,3.0,1.5,15.4
2022-2023,EPL,Crystal Palace,Squad Total,,,26.7,38.0,49.0,4.0,0.0,8.0,3.0,44.7,0.26,-1.3,-0.03,153.0,446.0,34.3,936.0,189.0,33.4,,267.0,49.8,38.3,539.0,29.0,5.4,40.0,1.05,
2022-2023,EPL,Crystal Palace,Opponent Total,,,26.6,38.0,40.0,1.0,1.0,5.0,2.0,41.2,0.29,3.2,0.08,139.0,373.0,37.3,1043.0,172.0,27.9,29.9,237.0,34.6,33.0,459.0,27.0,5.9,50.0,1.32,15.7
2022-2023,EPL,Chelsea,Kepa Arrizabalaga,ESP,GK,27.0,28.5,33.0,1.0,1.0,4.0,3.0,35.0,0.29,5.0,0.18,68.0,213.0,31.9,864.0,151.0,17.1,26.3,182.0,35.7,31.5,332.0,15.0,4.5,52.0,1.82,16.9
2022-2023,EPL,Chelsea,Edouard Mendy,SEN,GK,30.0,9.5,14.0,0.0,0.0,4.0,0.0,11.9,0.33,-2.1,-0.22,27.0,77.0,35.1,226.0,47.0,22.1,27.6,63.0,42.9,34.4,128.0,9.0,7.0,11.0,1.16,13.7
2022-2023,EPL,Chelsea,Squad Total,,,26.3,38.0,47.0,1.0,1.0,8.0,3.0,47.0,0.3,3.0,0.08,95.0,290.0,32.8,1090.0,198.0,18.2,,245.0,37.6,32.3,460.0,24.0,5.2,63.0,1.66,
2022-2023,EPL,Chelsea,Opponent Total,,,26.6,38.0,38.0,3.0,1.0,5.0,1.0,43.7,0.27,6.7,0.18,169.0,488.0,34.6,1005.0,180.0,35.4,33.6,274.0,48.2,40.3,549.0,32.0,5.8,36.0,0.95,14.8
2022-2023,EPL,Wolves,José Sá,POR,GK,29.0,36.0,55.0,2.0,0.0,6.0,1.0,48.4,0.28,-5.6,-0.16,120.0,435.0,27.6,935.0,182.0,29.3,30.9,260.0,61.9,46.2,540.0,43.0,8.0,28.0,0.78,12.6
2022-2023,EPL,Wolves,Daniel Bentley,ENG,GK,29.0,2.0,3.0,0.0,0.0,0.0,0.0,3.9,0.3,0.9,0.44,10.0,29.0,34.5,57.0,14.0,38.6,32.9,23.0,30.4,32.2,37.0,5.0,13.5,1.0,0.5,8.3
2022-2023,EPL,Wolves,Squad Total,,,26.7,38.0,58.0,2.0,0.0,6.0,1.0,52.2,0.28,-4.8,-0.13,130.0,464.0,28.0,992.0,196.0,29.8,,283.0,59.4,45.1,577.0,48.0,8.3,29.0,0.76,
2022-2023,EPL,Wolves,Opponent Total,,,26.4,38.0,31.0,3.0,0.0,4.0,3.0,28.6,0.21,0.6,0.02,158.0,450.0,35.1,980.0,166.0,34.5,32.9,229.0,48.9,39.3,509.0,30.0,5.9,72.0,1.89,18.6
2022-2023,EPL,West Ham,Łukasz Fabiański,POL,GK,37.0,34.6,48.0,2.0,0.0,3.0,1.0,45.9,0.28,-1.1,-0.03,198.0,516.0,38.4,677.0,153.0,54.2,39.3,249.0,59.8,44.8,513.0,29.0,5.7,25.0,0.72,13.0
2022-2023,EPL,West Ham,Alphonse Areola,FRA,GK,29.0,3.4,7.0,2.0,0.0,1.0,0.0,7.3,0.33,0.3,0.09,14.0,37.0,37.8,61.0,14.0,39.3,33.4,30.0,43.3,33.0,47.0,2.0,4.3,1.0,0.29,10.3
2022-2023,EPL,West Ham,Squad Total,,,28.2,38.0,55.0,4.0,0.0,4.0,1.0,53.2,0.29,-0.8,-0.02,212.0,553.0,38.3,738.0,167.0,53.0,,279.0,58.1,43.5,560.0,31.0,5.5,26.0,0.68,
2022-2023,EPL,West Ham,Opponent Total,,,26.6,38.0,42.0,6.0,0.0,10.0,1.0,40.1,0.24,-0.9,-0.02,140.0,432.0,32.4,1093.0,176.0,29.3,30.8,252.0,44.4,37.9,595.0,35.0,5.9,54.0,1.42,14.7
2022-2023,EPL,Bournemouth,Neto,BRA,GK,33.0,26.5,39.0,4.0,0.0,8.0,1.0,39.7,0.26,1.7,0.06,160.0,437.0,36.6,601.0,136.0,47.4,37.8,231.0,65.8,44.6,510.0,35.0,6.9,25.0,0.94,12.1
2022-2023,EPL,Bournemouth,Mark Travers,IRL,GK,23.0,11.5,32.0,2.0,0.0,8.0,2.0,24.0,0.34,-6.0,-0.52,71.0,154.0,46.1,250.0,54.0,35.6,31.9,118.0,55.1,43.8,229.0,5.0,2.2,5.0,0.43,10.5
2022-2023,EPL,Bournemouth,Squad Total,,,26.3,38.0,71.0,6.0,0.0,16.0,3.0,63.6,0.29,-4.4,-0.11,231.0,591.0,39.1,851.0,190.0,43.9,,349.0,62.2,44.3,739.0,40.0,5.4,30.0,0.79,
2022-2023,EPL,Bournemouth,Opponent Total,,,26.6,38.0,37.0,0.0,0.0,7.0,0.0,34.7,0.28,-2.3,-0.06,109.0,316.0,34.5,953.0,173.0,25.5,30.2,194.0,37.6,35.6,401.0,25.0,6.2,48.0,1.26,17.0
2022-2023,EPL,Nott'ham Forest,Dean Henderson,ENG,GK,25.0,18.0,31.0,2.0,1.0,5.0,0.0,26.9,0.28,-4.1,-0.23,108.0,334.0,32.3,513.0,107.0,47.2,38.5,156.0,59.0,45.3,291.0,20.0,6.9,27.0,1.5,15.6
2022-2023,EPL,Nott'ham Forest,Keylor Navas,CRC,GK,35.0,17.0,32.0,4.0,1.0,3.0,0.0,29.3,0.32,-2.7,-0.16,106.0,320.0,33.1,378.0,65.0,56.3,41.3,151.0,70.9,48.1,295.0,14.0,4.7,9.0,0.53,9.2
2022-2023,EPL,Nott'ham Forest,Wayne Hennessey,WAL,GK,35.0,3.0,5.0,0.0,0.0,1.0,0.0,3.9,0.28,-1.1,-0.36,23.0,58.0,39.7,72.0,13.0,54.2,43.2,25.0,76.0,54.5,35.0,1.0,2.9,2.0,0.66,17.0
2022-2023,EPL,Nott'ham Forest,Squad Total,,,26.5,38.0,68.0,6.0,2.0,9.0,0.0,60.1,0.3,-7.9,-0.21,237.0,712.0,33.3,963.0,185.0,51.3,43.2,332.0,65.7,47.3,621.0,35.0,5.6,38.0,1.0,17.0
2022-2023,EPL,Nott'ham Forest,Opponent Total,,,26.8,38.0,38.0,3.0,0.0,4.0,2.0,32.9,0.23,-3.1,-0.08,97.0,280.0,34.6,915.0,192.0,23.2,28.2,221.0,30.8,31.0,416.0,27.0,6.5,49.0,1.29,15.4
2022-2023,EPL,Everton,Jordan Pickford,ENG,GK,28.0,37.0,57.0,5.0,2.0,4.0,0.0,60.0,0.31,3.0,0.08,270.0,801.0,33.7,992.0,151.0,58.1,43.0,315.0,71.4,52.7,566.0,22.0,3.9,52.0,1.41,16.2
2022-2023,EPL,Everton,Asmir Begović,BIH,GK,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.12,0.5,0.49,4.0,13.0,30.8,22.0,5.0,36.4,34.9,8.0,62.5,46.8,23.0,1.0,4.3,0.0,0.0,5.0
2022-2023,EPL,Everton,Squad Total,,,26.6,38.0,57.0,5.0,2.0,4.0,0.0,60.4,0.3,3.4,0.09,274.0,814.0,33.7,1014.0,156.0,57.6,,323.0,71.2,52.6,589.0,23.0,3.9,52.0,1.37,
2022-2023,EPL,Everton,Opponent Total,,,26.5,38.0,34.0,3.0,0.0,5.0,2.0,38.6,0.25,6.6,0.17,122.0,377.0,32.4,1028.0,240.0,25.5,29.6,254.0,45.3,38.3,551.0,39.0,7.1,53.0,1.39,14.2
2022-2023,EPL,Leicester City,Danny Ward,WAL,GK,29.0,26.0,46.0,2.0,2.0,6.0,4.0,36.5,0.29,-5.5,-0.21,94.0,303.0,31.0,750.0,154.0,29.7,30.4,190.0,42.1,35.1,355.0,20.0,5.6,42.0,1.62,15.9
2022-2023,EPL,Leicester City,Daniel Iversen,DEN,GK,25.0,12.0,22.0,2.0,2.0,2.0,1.0,18.9,0.29,-2.1,-0.18,38.0,194.0,19.6,261.0,49.0,47.1,37.2,114.0,62.3,46.2,203.0,16.0,7.9,6.0,0.5,10.3
2022-2023,EPL,Leicester City,Squad Total,,,26.1,38.0,68.0,4.0,4.0,8.0,5.0,55.4,0.29,-7.6,-0.2,132.0,497.0,26.6,1011.0,203.0,34.2,,304.0,49.7,39.3,558.0,36.0,6.5,48.0,1.26,
2022-2023,EPL,Leicester City,Opponent Total,,,26.6,38.0,51.0,3.0,2.0,4.0,2.0,44.9,0.27,-4.1,-0.11,200.0,484.0,41.3,1063.0,187.0,33.6,32.2,212.0,59.9,46.4,380.0,31.0,8.2,59.0,1.55,16.4
2022-2023,EPL,Leeds United,Illan Meslier,FRA,GK,22.0,34.0,67.0,3.0,1.0,7.0,1.0,53.6,0.32,-12.4,-0.36,106.0,449.0,23.6,794.0,194.0,39.4,33.7,242.0,56.2,43.5,432.0,34.0,7.9,66.0,1.94,15.8
2022-2023,EPL,Leeds United,Joel Robles,ESP,GK,32.0,4.0,11.0,2.0,0.0,0.0,0.0,10.5,0.32,-0.5,-0.12,18.0,71.0,25.4,90.0,20.0,52.2,41.1,32.0,75.0,49.4,43.0,2.0,4.7,3.0,0.75,11.6
2022-2023,EPL,Leeds United,Squad Total,,,25.3,38.0,78.0,5.0,1.0,7.0,1.0,64.1,0.32,-12.9,-0.34,124.0,520.0,23.8,884.0,214.0,40.7,41.1,274.0,58.4,44.2,475.0,36.0,7.6,69.0,1.82,11.6
2022-2023,EPL,Leeds United,Opponent Total,,,26.7,38.0,48.0,1.0,0.0,9.0,3.0,41.1,0.28,-3.9,-0.1,153.0,492.0,31.1,1007.0,204.0,36.0,33.4,265.0,48.7,40.0,520.0,35.0,6.7,43.0,1.13,14.2
2022-2023,EPL,Southampton,Gavin Bazunu,IRL,GK,20.0,32.0,56.0,1.0,1.0,7.0,4.0,35.4,0.28,-16.6,-0.52,212.0,629.0,33.7,935.0,144.0,50.2,38.1,237.0,67.5,50.0,456.0,36.0,7.9,48.0,1.5,15.1
2022-2023,EPL,Southampton,Alex McCarthy,ENG,GK,32.0,6.0,17.0,1.0,0.0,1.0,1.0,10.9,0.34,-5.1,-0.84,22.0,113.0,19.5,194.0,29.0,48.5,36.5,52.0,36.5,31.0,92.0,6.0,6.5,7.0,1.17,13.5
2022-2023,EPL,Southampton,Squad Total,,,24.7,38.0,73.0,2.0,1.0,8.0,5.0,46.3,0.29,-21.7,-0.57,234.0,742.0,31.5,1129.0,173.0,49.9,,289.0,61.9,46.6,548.0,42.0,7.7,55.0,1.45,
2022-2023,EPL,Southampton,Opponent Total,,,26.7,38.0,36.0,2.0,3.0,5.0,0.0,36.1,0.25,0.1,0.0,161.0,428.0,37.6,1043.0,186.0,30.1,31.2,235.0,48.5,40.7,475.0,31.0,6.5,50.0,1.32,15.9
2022-2023,Bundesliga,Bayern Munich,Yann Sommer,SUI,GK,33.0,19.0,25.0,7.0,1.0,1.0,0.0,23.7,0.32,-1.3,-0.07,48.0,118.0,40.7,651.0,83.0,14.6,25.1,98.0,23.5,28.7,212.0,12.0,5.7,27.0,1.42,16.7
2022-2023,Bundesliga,Bayern Munich,Manuel Neuer,GER,GK,36.0,12.0,11.0,2.0,0.0,0.0,0.0,14.7,0.29,3.7,0.31,39.0,79.0,49.4,435.0,81.0,16.6,26.8,69.0,10.1,23.8,103.0,4.0,3.9,23.0,1.92,19.5
2022-2023,Bundesliga,Bayern Munich,Sven Ulreich,GER,GK,33.0,3.0,2.0,0.0,0.0,1.0,0.0,2.4,0.18,0.4,0.13,9.0,26.0,34.6,112.0,21.0,20.5,26.0,18.0,16.7,23.4,34.0,2.0,5.9,4.0,1.33,17.5
2022-2023,Bundesliga,Bayern Munich,Squad Total,,,26.6,34.0,38.0,9.0,1.0,2.0,0.0,40.8,0.3,2.8,0.08,96.0,223.0,43.0,1198.0,185.0,15.9,26.0,185.0,17.8,26.3,349.0,18.0,5.2,54.0,1.59,17.5
2022-2023,Bundesliga,Bayern Munich,Opponent Total,,,26.6,34.0,92.0,3.0,1.0,7.0,2.0,80.3,0.3,-9.7,-0.29,273.0,587.0,46.5,1045.0,137.0,40.5,36.5,291.0,56.4,45.5,500.0,23.0,4.6,36.0,1.06,14.7
2022-2023,Bundesliga,Dortmund,Gregor Kobel,SUI,GK,24.0,27.0,32.0,1.0,0.0,5.0,1.0,33.8,0.29,2.8,0.1,100.0,252.0,39.7,855.0,122.0,20.9,28.9,192.0,38.0,36.5,295.0,15.0,5.1,37.0,1.37,17.1
2022-2023,Bundesliga,Dortmund,Alexander Meyer,GER,GK,31.0,7.0,12.0,0.0,0.0,2.0,0.0,7.9,0.25,-4.1,-0.58,24.0,60.0,40.0,278.0,35.0,16.2,27.3,44.0,34.1,35.0,91.0,8.0,8.8,18.0,2.57,19.8
2022-2023,Bundesliga,Dortmund,Squad Total,,,25.8,34.0,44.0,1.0,0.0,7.0,1.0,41.7,0.28,-1.3,-0.04,124.0,312.0,39.7,1133.0,157.0,19.8,,236.0,37.3,36.2,386.0,23.0,6.0,55.0,1.62,
2022-2023,Bundesliga,Dortmund,Opponent Total,,,26.5,34.0,83.0,4.0,1.0,7.0,2.0,71.2,0.31,-9.8,-0.29,157.0,418.0,37.6,988.0,156.0,31.0,32.4,271.0,41.3,39.6,558.0,36.0,6.5,47.0,1.38,15.3
2022-2023,Bundesliga,RB Leipzig,Janis Blaswich,GER,GK,31.0,26.0,29.0,6.0,0.0,2.0,0.0,26.9,0.27,-2.1,-0.08,59.0,189.0,31.2,985.0,126.0,14.9,25.3,156.0,26.9,30.0,288.0,20.0,6.9,39.0,1.5,17.0
2022-2023,Bundesliga,RB Leipzig,Péter Gulácsi,HUN,GK,32.0,6.0,10.0,1.0,0.0,2.0,1.0,10.1,0.37,1.1,0.19,11.0,37.0,29.7,179.0,37.0,15.6,26.4,36.0,25.0,29.6,61.0,3.0,4.9,10.0,1.67,19.4
2022-2023,Bundesliga,RB Leipzig,Ørjan Nyland,NOR,GK,31.0,2.0,2.0,0.0,0.0,1.0,1.0,1.8,0.36,0.8,0.39,11.0,33.0,33.3,83.0,9.0,32.5,33.6,15.0,40.0,36.7,28.0,0.0,0.0,0.0,0.0,12.5
2022-2023,Bundesliga,RB Leipzig,Squad Total,,,26.3,34.0,41.0,7.0,0.0,5.0,2.0,38.8,0.3,-0.2,-0.01,81.0,259.0,31.3,1247.0,172.0,16.2,33.6,207.0,27.5,30.4,377.0,23.0,6.1,49.0,1.44,12.5
2022-2023,Bundesliga,RB Leipzig,Opponent Total,,,26.6,34.0,64.0,6.0,3.0,6.0,0.0,61.9,0.31,-2.1,-0.06,211.0,520.0,40.6,1095.0,141.0,35.9,33.8,250.0,50.8,44.8,372.0,24.0,6.5,64.0,1.88,17.6
2022-2023,Bundesliga,Union Berlin,Frederik Rønnow,DEN,GK,29.0,29.0,27.0,5.0,0.0,5.0,0.0,35.2,0.26,8.2,0.28,240.0,605.0,39.7,1115.0,109.0,44.6,36.5,163.0,66.3,49.4,434.0,43.0,9.9,29.0,1.0,13.5
2022-2023,Bundesliga,Union Berlin,Lennart Grill,GER,GK,23.0,5.0,11.0,2.0,0.0,1.0,0.0,9.0,0.28,-2.0,-0.41,48.0,108.0,44.4,197.0,28.0,48.2,37.1,17.0,76.5,55.2,47.0,8.0,17.0,7.0,1.4,15.1
2022-2023,Bundesliga,Union Berlin,Squad Total,,,27.9,34.0,38.0,7.0,0.0,6.0,0.0,44.2,0.26,6.2,0.18,288.0,713.0,40.4,1312.0,137.0,45.1,,180.0,67.2,50.0,481.0,51.0,10.6,36.0,1.06,
2022-2023,Bundesliga,Union Berlin,Opponent Total,,,26.3,34.0,51.0,3.0,1.0,11.0,2.0,36.0,0.27,-13.0,-0.38,133.0,404.0,32.9,946.0,190.0,28.0,31.2,239.0,58.2,46.9,587.0,51.0,8.7,52.0,1.53,14.9
2022-2023,Bundesliga,Freiburg,Mark Flekken,NED,GK,29.0,34.0,44.0,5.0,0.0,4.0,0.0,46.4,0.28,2.4,0.07,271.0,665.0,40.8,1231.0,121.0,40.2,37.6,231.0,73.6,58.0,434.0,32.0,7.4,43.0,1.26,15.0
2022-2023,Bundesliga,Freiburg,Squad Total,,,27.4,34.0,44.0,5.0,0.0,4.0,0.0,46.4,0.28,2.4,0.07,271.0,665.0,40.8,1231.0,121.0,40.2,,231.0,73.6,58.0,434.0,32.0,7.4,43.0,1.26,
