Season,League,Team,Player,Nation,Pos,Age,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,PrgC,PrgP,PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,xG,npxG,xAG,npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches Played
2022-2023,SeriaA,Roma,Benjamin Tahirovic,BIH,MF,19.0,4.0,355.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.04,0.04,0.0,0.04,11.0
2022-2023,SeriaA,Roma,Mile Svilar,SRB,GK,22.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2022-2023,SeriaA,Roma,Cristian Volpato,ITA,MF,18.0,2.0,227.0,2.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,18.0,24.0,0.4,0.4,0.79,0.4,0.79,0.4,0.4,1.2,1.5,0.14,0.47,0.61,0.14,0.61,7.0
2022-2023,SeriaA,Roma,Filippo Missori,ITA,DF,18.0,2.0,181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2022-2023,SeriaA,Roma,Eldor Shomurodov,UZB,FW,27.0,1.0,119.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.45,0.0,0.45,0.45,0.45,6.0
2022-2023,SeriaA,Roma,Matías Viña,URU,DF,24.0,1.0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.18,0.18,0.0,0.18,3.0
2022-2023,SeriaA,Roma,Jordan Majchrzak,POL,FW,17.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-2023,SeriaA,Roma,Niccolò Pisilli,ITA,MF,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-2023,SeriaA,Roma,Felix Afena-Gyan,GHA,FW,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,SeriaA,Roma,Gabriele Baldi,ITA,GK,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,SeriaA,Roma,Pietro Boer,ITA,GK,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,SeriaA,Roma,Luigi Cherubini,ITA,FW,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,SeriaA,Roma,Ebrima Darboe,GAM,MF,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,SeriaA,Roma,Jacopo Del Bello,ITA,GK,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,SeriaA,Roma,Matteo Falasca,ITA,DF,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,SeriaA,Roma,Giacomo Faticanti,ITA,MF,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,SeriaA,Roma,Dimitrios Keramitsis,GRE,DF,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,SeriaA,Roma,Corentin Louakima,FRA,DF,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,SeriaA,Roma,Jan Oliveras,ESP,DF,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,SeriaA,Roma,Riccardo Pagano,ITA,MF,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,SeriaA,Roma,Filippo Tripi,ITA,MF,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,SeriaA,Roma,Squad Total,,,27.4,418.0,3420.0,38.0,50.0,33.0,83.0,43.0,7.0,10.0,82.0,4.0,684.0,1217.0,1198.0,1.32,0.87,2.18,1.13,2.0,57.4,49.9,38.9,88.8,1.51,1.02,2.53,1.31,2.34,38.0
2022-2023,SeriaA,Roma,Opponent Total,,,26.6,418.0,3420.0,38.0,37.0,26.0,63.0,35.0,2.0,3.0,124.0,8.0,636.0,1362.0,1348.0,0.97,0.68,1.66,0.92,1.61,32.1,29.8,21.8,51.6,0.84,0.57,1.42,0.78,1.36,38.0
2022-2023,SeriaA,Juventus,Danilo,BRA,DF,31.0,35.0,3184.0,35.4,3.0,3.0,6.0,3.0,0.0,0.0,5.0,0.0,39.0,176.0,43.0,0.08,0.08,0.17,0.08,0.17,2.8,2.8,2.4,5.2,0.08,0.07,0.15,0.08,0.15,37.0
2022-2023,SeriaA,Juventus,Filip Kostić,SRB,"DF,FW",29.0,33.0,2564.0,28.5,3.0,8.0,11.0,3.0,0.0,0.0,3.0,0.0,101.0,78.0,230.0,0.11,0.28,0.39,0.11,0.39,2.4,2.4,7.1,9.4,0.08,0.25,0.33,0.08,0.33,37.0
2022-2023,SeriaA,Juventus,Adrien Rabiot,FRA,MF,27.0,31.0,2748.0,30.5,8.0,4.0,12.0,8.0,0.0,0.0,9.0,0.0,72.0,133.0,109.0,0.26,0.13,0.39,0.26,0.39,6.2,5.8,2.3,8.2,0.2,0.08,0.28,0.19,0.27,32.0
2022-2023,SeriaA,Juventus,Gleison Bremer,BRA,DF,25.0,30.0,2634.0,29.3,4.0,1.0,5.0,4.0,0.0,0.0,6.0,0.0,8.0,54.0,4.0,0.14,0.03,0.17,0.14,0.17,4.9,4.9,1.7,6.6,0.17,0.06,0.23,0.17,0.23,30.0
2022-2023,SeriaA,Juventus,Manuel Locatelli,ITA,MF,24.0,29.0,2446.0,27.2,0.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,25.0,134.0,37.0,0.0,0.07,0.07,0.0,0.07,1.5,1.5,1.8,3.2,0.05,0.07,0.12,0.05,0.12,32.0
2022-2023,SeriaA,Juventus,Wojciech Szczęsny,POL,GK,32.0,28.0,2472.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
2022-2023,SeriaA,Juventus,Juan Cuadrado,COL,"DF,FW",34.0,24.0,2078.0,23.1,1.0,3.0,4.0,1.0,0.0,0.0,6.0,1.0,48.0,92.0,125.0,0.04,0.13,0.17,0.04,0.17,1.4,1.4,2.7,4.2,0.06,0.12,0.18,0.06,0.18,31.0
2022-2023,SeriaA,Juventus,Dušan Vlahović,SRB,FW,22.0,22.0,1925.0,21.4,10.0,2.0,12.0,8.0,2.0,3.0,1.0,0.0,22.0,40.0,117.0,0.47,0.09,0.56,0.37,0.47,9.7,7.3,2.4,9.8,0.45,0.11,0.57,0.34,0.46,27.0
2022-2023,SeriaA,Juventus,Alex Sandro,BRA,DF,31.0,21.0,1787.0,19.9,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,51.0,97.0,25.0,0.0,0.05,0.05,0.0,0.05,0.2,0.2,0.9,1.1,0.01,0.05,0.05,0.01,0.05,25.0
2022-2023,SeriaA,Juventus,Arkadiusz Milik,POL,FW,28.0,17.0,1586.0,17.6,7.0,1.0,8.0,7.0,0.0,1.0,3.0,1.0,10.0,34.0,85.0,0.4,0.06,0.45,0.4,0.45,6.5,5.7,2.1,7.7,0.37,0.12,0.49,0.32,0.44,27.0
2022-2023,SeriaA,Juventus,Nicolò Fagioli,ITA,MF,21.0,17.0,1520.0,16.9,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,27.0,56.0,56.0,0.18,0.18,0.36,0.18,0.36,1.5,1.5,1.3,2.8,0.09,0.08,0.17,0.09,0.17,26.0
2022-2023,SeriaA,Juventus,Federico Gatti,ITA,DF,24.0,16.0,1448.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,18.0,56.0,13.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.5,2.0,0.03,0.09,0.13,0.03,0.13,18.0
2022-2023,SeriaA,Juventus,Ángel Di María,ARG,"FW,MF",34.0,15.0,1363.0,15.1,4.0,4.0,8.0,3.0,1.0,1.0,1.0,1.0,56.0,96.0,95.0,0.26,0.26,0.53,0.2,0.46,3.1,2.3,4.5,6.7,0.2,0.29,0.5,0.15,0.44,26.0
2022-2023,SeriaA,Juventus,Fabio Miretti,ITA,"MF,FW",18.0,14.0,1234.0,13.7,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,33.0,60.0,85.0,0.0,0.15,0.15,0.0,0.15,2.4,2.4,1.3,3.8,0.18,0.1,0.27,0.18,0.27,27.0
2022-2023,SeriaA,Juventus,Weston McKennie,USA,"MF,DF",23.0,13.0,1052.0,11.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,19.0,39.0,54.0,0.09,0.09,0.17,0.09,0.17,0.9,0.9,0.7,1.6,0.08,0.06,0.14,0.08,0.14,15.0
2022-2023,SeriaA,Juventus,Mattia De Sciglio,ITA,DF,29.0,11.0,1042.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,0.01,0.04,0.05,0.01,0.05,17.0
2022-2023,SeriaA,Juventus,Moise Kean,ITA,FW,22.0,11.0,995.0,11.1,6.0,0.0,6.0,6.0,0.0,0.0,5.0,1.0,30.0,13.0,76.0,0.54,0.0,0.54,0.54,0.54,6.3,6.3,1.1,7.4,0.57,0.1,0.67,0.57,0.67,28.0
2022-2023,SeriaA,Juventus,Mattia Perin,ITA,GK,29.0,10.0,948.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
2022-2023,SeriaA,Juventus,Leonardo Bonucci,ITA,DF,35.0,9.0,879.0,9.8,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,28.0,1.0,0.1,0.0,0.1,0.1,0.1,1.1,0.3,0.2,0.5,0.11,0.02,0.13,0.03,0.05,16.0
2022-2023,SeriaA,Juventus,Leandro Paredes,ARG,MF,28.0,8.0,977.0,10.9,1.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,11.0,72.0,11.0,0.09,0.0,0.09,0.09,0.09,0.6,0.6,1.9,2.5,0.06,0.18,0.23,0.06,0.23,25.0
2022-2023,SeriaA,Juventus,Federico Chiesa,ITA,"DF,MF",24.0,6.0,852.0,9.5,2.0,5.0,7.0,2.0,0.0,0.0,2.0,0.0,46.0,34.0,88.0,0.21,0.53,0.74,0.21,0.74,1.5,1.5,2.6,4.1,0.15,0.27,0.43,0.15,0.43,21.0
2022-2023,SeriaA,Juventus,Daniele Rugani,ITA,DF,28.0,6.0,564.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.07,0.0,0.07,0.07,0.07,9.0
2022-2023,SeriaA,Juventus,Matìas Soulé,ARG,"MF,FW",19.0,4.0,420.0,4.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,15.0,33.0,0.21,0.0,0.21,0.21,0.21,1.5,1.5,0.8,2.3,0.33,0.18,0.5,0.33,0.5,13.0
2022-2023,SeriaA,Juventus,Enzo Barrenechea,ARG,MF,21.0,3.0,158.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.01,0.05,0.04,0.05,3.0
2022-2023,SeriaA,Juventus,Tommaso Barbieri,ITA,DF,19.0,2.0,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2022-2023,SeriaA,Juventus,Samuel Iling-Junior,ENG,"DF,FW",18.0,1.0,318.0,3.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,11.0,18.0,36.0,0.28,0.28,0.57,0.28,0.57,0.7,0.7,0.2,1.0,0.21,0.07,0.28,0.21,0.28,12.0
2022-2023,SeriaA,Juventus,Denis Zakaria,SUI,MF,25.0,1.0,123.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2022-2023,SeriaA,Juventus,Paul Pogba,FRA,"MF,FW",29.0,1.0,111.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.6,0.27,0.2,0.46,0.27,0.46,6.0
2022-2023,SeriaA,Juventus,Nicolò Rovella,ITA,MF,20.0,0.0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.3,0.0,0.3,0.3,0.3,3.0
2022-2023,SeriaA,Juventus,Mattia Compagnon,ITA,MF,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,SeriaA,Juventus,Cosimo Marco Da Graca,ITA,FW,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,SeriaA,Juventus,Giovanni Garofani,ITA,GK,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,SeriaA,Juventus,Carlo Pinsoglio,ITA,GK,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,SeriaA,Juventus,Alessandro Riccio,ITA,DF,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,SeriaA,Juventus,Simone Scaglia,ITA,GK,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,SeriaA,Juventus,Nikola Sekulov,ITA,MF,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,SeriaA,Juventus,Alessandro Sersanti,ITA,MF,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,SeriaA,Juventus,Squad Total,,,27.7,418.0,3420.0,38.0,56.0,41.0,97.0,53.0,3.0,6.0,74.0,6.0,673.0,1394.0,1389.0,1.47,1.08,2.55,1.39,2.47,55.3,50.4,39.8,90.2,1.45,1.05,2.5,1.33,2.37,38.0
2022-2023,SeriaA,Juventus,Opponent Total,,,26.7,418.0,3420.0,38.0,33.0,25.0,58.0,29.0,4.0,5.0,74.0,2.0,744.0,1357.0,1349.0,0.87,0.66,1.53,0.76,1.42,41.6,37.7,31.4,69.1,1.09,0.83,1.92,0.99,1.82,38.0
2022-2023,SeriaA,Fiorentina,Cristiano Biraghi,ITA,DF,29.0,30.0,2551.0,28.3,2.0,4.0,6.0,2.0,0.0,1.0,1.0,0.0,69.0,161.0,113.0,0.07,0.14,0.21,0.07,0.21,1.8,1.1,5.5,6.6,0.07,0.19,0.26,0.04,0.23,33.0
2022-2023,SeriaA,Fiorentina,Pietro Terracciano,ITA,GK,32.0,29.0,2610.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
2022-2023,SeriaA,Fiorentina,Dodô,BRA,DF,23.0,28.0,2331.0,25.9,1.0,3.0,4.0,1.0,0.0,0.0,5.0,1.0,72.0,141.0,104.0,0.04,0.12,0.15,0.04,0.15,0.7,0.7,2.2,2.9,0.03,0.09,0.11,0.03,0.11,33.0
2022-2023,SeriaA,Fiorentina,Lucas Martínez Quarta,ARG,DF,26.0,25.0,2171.0,24.1,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,19.0,119.0,6.0,0.04,0.04,0.08,0.04,0.08,2.5,2.5,0.6,3.1,0.1,0.02,0.13,0.1,0.13,27.0
2022-2023,SeriaA,Fiorentina,Jonathan Ikone,FRA,FW,24.0,24.0,2007.0,22.3,4.0,4.0,8.0,4.0,0.0,0.0,4.0,0.0,83.0,67.0,178.0,0.18,0.18,0.36,0.18,0.36,4.1,4.1,3.7,7.8,0.18,0.17,0.35,0.18,0.35,33.0
2022-2023,SeriaA,Fiorentina,Sofyan Amrabat,MAR,MF,25.0,24.0,1998.0,22.2,0.0,1.0,1.0,0.0,0.0,0.0,11.0,0.0,36.0,176.0,24.0,0.0,0.05,0.05,0.0,0.05,0.5,0.5,1.1,1.6,0.02,0.05,0.07,0.02,0.07,29.0
2022-2023,SeriaA,Fiorentina,Nikola Milenković,SRB,DF,24.0,23.0,2137.0,23.7,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,9.0,78.0,3.0,0.08,0.04,0.13,0.08,0.13,1.9,1.9,0.5,2.4,0.08,0.02,0.1,0.08,0.1,27.0
2022-2023,SeriaA,Fiorentina,Igor,BRA,DF,24.0,23.0,2057.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,19.0,76.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.8,0.02,0.01,0.03,0.02,0.03,27.0
2022-2023,SeriaA,Fiorentina,Rolando Mandragora,ITA,MF,25.0,22.0,1950.0,21.7,2.0,4.0,6.0,2.0,0.0,0.0,8.0,0.0,18.0,142.0,59.0,0.09,0.18,0.28,0.09,0.28,1.5,1.5,4.9,6.4,0.07,0.23,0.3,0.07,0.3,29.0
2022-2023,SeriaA,Fiorentina,Christian Kouamé,CIV,FW,24.0,22.0,1866.0,20.7,4.0,4.0,8.0,4.0,0.0,0.0,5.0,0.0,50.0,54.0,203.0,0.19,0.19,0.39,0.19,0.39,5.3,5.3,3.7,9.0,0.26,0.18,0.43,0.26,0.43,28.0
2022-2023,SeriaA,Fiorentina,Giacomo Bonaventura,ITA,MF,32.0,21.0,1911.0,21.2,5.0,1.0,6.0,5.0,0.0,0.0,4.0,1.0,64.0,102.0,91.0,0.24,0.05,0.28,0.24,0.28,4.3,4.3,3.1,7.4,0.2,0.15,0.35,0.2,0.35,30.0
2022-2023,SeriaA,Fiorentina,Antonín Barák,CZE,MF,27.0,21.0,1799.0,20.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,45.0,82.0,93.0,0.1,0.0,0.1,0.1,0.1,2.6,2.6,1.6,4.1,0.13,0.08,0.21,0.13,0.21,30.0
2022-2023,SeriaA,Fiorentina,Luka Jović,SRB,"FW,MF",24.0,16.0,1534.0,17.0,6.0,3.0,9.0,6.0,0.0,1.0,3.0,0.0,8.0,28.0,75.0,0.35,0.18,0.53,0.35,0.53,7.9,7.1,1.5,8.6,0.46,0.09,0.55,0.42,0.51,31.0
2022-2023,SeriaA,Fiorentina,Arthur,BRA,FW,24.0,15.0,1432.0,15.9,8.0,1.0,9.0,6.0,2.0,2.0,4.0,0.0,11.0,21.0,86.0,0.5,0.06,0.57,0.38,0.44,7.9,6.3,0.8,7.0,0.49,0.05,0.54,0.39,0.44,28.0
2022-2023,SeriaA,Fiorentina,Riccardo Saponara,ITA,FW,30.0,14.0,1208.0,13.4,4.0,3.0,7.0,4.0,0.0,0.0,4.0,0.0,56.0,56.0,125.0,0.3,0.22,0.52,0.3,0.52,2.8,2.8,3.4,6.2,0.21,0.26,0.46,0.21,0.46,29.0
2022-2023,SeriaA,Fiorentina,Nicolás González,ARG,"FW,MF",24.0,13.0,1354.0,15.0,6.0,1.0,7.0,4.0,2.0,2.0,3.0,0.0,37.0,70.0,112.0,0.4,0.07,0.47,0.27,0.33,6.7,5.4,1.3,6.7,0.45,0.09,0.53,0.36,0.45,24.0
2022-2023,SeriaA,Fiorentina,Alfred Duncan,GHA,MF,29.0,13.0,1103.0,12.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,18.0,70.0,30.0,0.08,0.0,0.08,0.08,0.08,0.5,0.5,0.6,1.1,0.04,0.05,0.09,0.04,0.09,25.0
2022-2023,SeriaA,Fiorentina,Lorenzo Venuti,ITA,DF,27.0,9.0,924.0,10.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,24.0,44.0,43.0,0.0,0.1,0.1,0.0,0.1,0.4,0.4,0.5,0.9,0.04,0.05,0.09,0.04,0.09,17.0
2022-2023,SeriaA,Fiorentina,Riccardo Sottil,ITA,FW,23.0,9.0,833.0,9.3,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,65.0,27.0,123.0,0.0,0.22,0.22,0.0,0.22,1.0,1.0,1.1,2.2,0.11,0.12,0.23,0.11,0.23,18.0
2022-2023,SeriaA,Fiorentina,Aleksa Terzić,SRB,DF,22.0,8.0,935.0,10.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,49.0,40.0,61.0,0.1,0.1,0.19,0.1,0.19,0.4,0.4,1.9,2.3,0.04,0.18,0.22,0.04,0.22,22.0
2022-2023,SeriaA,Fiorentina,Gaetano Castrovilli,ITA,MF,25.0,7.0,718.0,8.0,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,12.0,14.0,16.0,0.25,0.13,0.38,0.25,0.38,1.2,1.2,1.1,2.3,0.15,0.14,0.29,0.15,0.29,15.0
2022-2023,SeriaA,Fiorentina,Luca Ranieri,ITA,DF,23.0,5.0,508.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.01,0.02,0.03,0.01,0.03,9.0
2022-2023,SeriaA,Fiorentina,Michele Cerofolini,ITA,GK,23.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2022-2023,SeriaA,Fiorentina,Youssef Maleh,MAR,MF,23.0,4.0,297.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.2,0.17,0.2,0.36,0.17,0.36,7.0
2022-2023,SeriaA,Fiorentina,Pierluigi Gollini,ITA,GK,27.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2022-2023,SeriaA,Fiorentina,Alessandro Bianco,ITA,MF,19.0,2.0,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.01,0.05,0.04,0.05,7.0
2022-2023,SeriaA,Fiorentina,Josip Brekalo,CRO,"FW,MF",24.0,1.0,229.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,18.0,31.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.5,1.2,0.26,0.2,0.46,0.26,0.46,6.0
2022-2023,SeriaA,Fiorentina,Marco Benassi,ITA,DF,27.0,1.0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.09,0.09,0.0,0.09,2.0
2022-2023,SeriaA,Fiorentina,Salvatore Sirigu,ITA,GK,35.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-2023,SeriaA,Fiorentina,Szymon Żurkowski,POL,MF,24.0,0.0,32.0,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,2.81,2.81,0.0,2.81,0.1,0.1,0.0,0.1,0.33,0.06,0.4,0.33,0.4,2.0
2022-2023,SeriaA,Fiorentina,Lorenzo Amatucci,ITA,MF,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,SeriaA,Fiorentina,Filippo Distefano,ITA,FW,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,SeriaA,Fiorentina,Costantino Favasuli,ITA,MF,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,SeriaA,Fiorentina,Michael Kayode,ITA,DF,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,SeriaA,Fiorentina,Dimo Krastev,BUL,MF,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,SeriaA,Fiorentina,Tommaso Martinelli,ITA,GK,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,SeriaA,Fiorentina,Matija Nastasić,SRB,DF,29.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,SeriaA,Fiorentina,Tommaso Vannucchi,ITA,GK,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,SeriaA,Fiorentina,Squad Total,,,26.5,418.0,3420.0,38.0,51.0,37.0,88.0,47.0,4.0,6.0,93.0,3.0,789.0,1627.0,1607.0,1.34,0.97,2.32,1.24,2.21,55.0,50.8,40.2,91.0,1.45,1.06,2.51,1.34,2.39,38.0
2022-2023,SeriaA,Fiorentina,Opponent Total,,,26.4,418.0,3420.0,38.0,41.0,28.0,69.0,34.0,7.0,8.0,103.0,7.0,476.0,922.0,914.0,1.08,0.74,1.82,0.89,1.63,43.4,37.4,30.7,68.1,1.14,0.81,1.95,0.98,1.79,38.0
2022-2023,SeriaA,Bologna,Łukasz Skorupski,POL,GK,31.0,37.0,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
