player,goals,goals_penalty,shots_total,shots_on_target,shots_avg_distance,shots_in_penalty_area,shots_in_goal_area,shots_in_attacking_third,shots_long_distance,shots_mid_distance,shots_short_distance,goal_volley,goals_avg_distance,goal_half_volley,goal_normal,goals_header,goals_header_%,shots_on_target_%,shot_conversion_%,shot_conversion_on_target_%,up_shot_conversion_%,up_shots_on_target_%,shots_inside_the_box_%,shots_outside_the_box_%,goals_right_foot_%,goals_left_foot_%,goals_with_first_touch_%,big_chance_conversion_%,goals_outside_penalty_area_%,goals_inside_penalty_area_%
Uilson de Souza Paula Júnior,0,0,2,1,24.79018540479179,2,0,0,2,0,0,0,0.0,0,0,0,,0.5,0.0,0.0,0.0,0.5,0.0,1.0,,,,,inf,
Ulisses Alexandre Garcia Lopes,0,0,4,1,23.773773486692964,1,0,0,3,0,1,0,0.0,0,0,0,,0.25,0.0,0.0,0.0,0.25,0.0,1.0,,,,,inf,
Valentin Stocker,1,0,5,4,10.952853917050607,3,0,0,0,3,2,0,14.862705002791378,0,1,0,0.0,0.8,0.2,0.25,0.2,0.8,0.0,1.0,0.0,1.0,0.0,,5.0,0.0
Vedad Ibišević,1,0,25,13,9.226193694339699,18,5,5,1,13,11,0,9.424436322666736,0,1,1,1.0,0.52,0.04,0.077,0.04,0.52,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0
Vladimír Darida,1,0,12,10,13.50730031465791,7,0,0,3,6,3,0,13.251792331605563,0,1,0,0.0,0.833,0.083,0.1,0.083,0.833,0.0,1.0,1.0,0.0,1.0,,12.0,0.0
Václav Kadlec,0,0,1,0,9.712878049270465,1,0,0,0,0,1,0,0.0,0,0,0,,0.0,0.0,,0.0,0.0,0.0,1.0,,,,,inf,
Waldemar Anton,0,0,2,0,33.30703682336153,0,0,0,2,0,0,0,0.0,0,0,0,,0.0,0.0,,0.0,0.0,0.0,1.0,,,,,inf,
Wendell Nascimento Borges,0,0,2,1,20.71207843071019,1,0,0,1,1,0,0,0.0,0,0,0,,0.5,0.0,0.0,0.0,0.5,0.0,1.0,,,,,inf,
Xabier Alonso Olano,0,0,3,1,22.51780663004097,0,0,0,2,1,0,0,0.0,0,0,0,,0.333,0.0,0.0,0.0,0.333,0.0,1.0,,,,,inf,
Yannick Gerhardt,0,0,8,1,16.687324879433522,4,1,1,4,1,3,0,0.0,0,0,0,,0.125,0.0,0.0,0.0,0.125,0.0,1.0,,,,,inf,
Yoshinori Muto,2,0,10,8,11.63763233566965,5,2,2,3,2,5,0,10.459863386488639,0,2,0,0.0,0.8,0.2,0.25,0.2,0.8,0.0,1.0,0.5,0.5,0.5,,5.0,0.0
Younès Belhanda,1,0,4,3,18.422067245849735,2,0,0,1,2,1,0,17.380736463107656,0,1,1,1.0,0.75,0.25,0.333,0.25,0.75,0.0,1.0,0.0,0.0,0.0,,4.0,0.0
Yunus Mallı,2,0,18,14,10.631134594843786,13,1,1,6,1,11,0,22.112080644889986,1,1,0,0.0,0.778,0.111,0.143,0.111,0.778,0.0,1.0,0.5,0.5,0.0,0.0,9.0,0.0
Yūya Ōsako,0,0,11,4,10.311922949960373,7,2,2,2,3,6,0,0.0,0,0,0,,0.364,0.0,0.0,0.0,0.364,0.0,1.0,,,,0.0,inf,
Zlatko Junuzović,1,0,16,12,14.51300856581421,7,0,0,6,4,6,0,12.870120434556936,0,1,0,0.0,0.75,0.062,0.083,0.062,0.75,0.0,1.0,1.0,0.0,1.0,,16.0,0.0
Ádám Szalai,0,0,10,3,13.92403110241943,8,0,0,3,2,5,0,0.0,0,0,0,,0.3,0.0,0.0,0.0,0.3,0.0,1.0,,,,,inf,
Änis Ben-Hatira,0,0,5,3,8.997863196818484,5,0,0,0,3,2,0,0.0,0,0,0,,0.6,0.0,0.0,0.0,0.6,0.0,1.0,,,,0.0,inf,
Ömer Toprak,0,0,5,2,11.262521765232563,4,1,1,0,4,1,0,0.0,0,0,0,,0.4,0.0,0.0,0.0,0.4,0.0,1.0,,,,,inf,
İlkay Gündoğan,0,0,9,6,17.166640092631994,1,0,0,4,1,4,0,0.0,0,0,0,,0.667,0.0,0.0,0.0,0.667,0.0,1.0,,,,0.0,inf,
Łukasz Piszczek,0,0,4,1,13.054048187489357,3,1,1,0,3,1,0,0.0,0,0,0,,0.25,0.0,0.0,0.0,0.25,0.0,1.0,,,,,inf,
