player,ball_recovery_total,ball_recovery_successful,ball_recovery_offensive_total,ball_recovery_offensive_successful,ball_recovery_failed,pressure_on_opponent,pressure_on_opponent_defending_third,pressure_on_opponent_middle_third,pressure_on_opponent_attacking_third,counterpressing_total,counterpressing_opponent_defending_third,counterpressing_opponent_middle_third,counterpressing_attacking_third,shield_total,block_total,block_offensive,block_ball_deflection,block_counterpress,block_during_counterpress,block_shot_on_target,clearance_total,clearance_with_head,interception,tackling,tackling_won,tackling_in_defending_third,tackling_in_middle_third,tackling_in_attacking_third,fouls_total,fouls_in_defending_third,fouls_in_middle_third,fouls_in_attacking_third,fouls_offensive,fouls_lead_to_penalty,fouls_wins_a_penalty,fouls_yellow_card,fouls_second_yellow_card,fouls_red_card,bad_behaviour_total,bad_behaviour_yellow_card,bad_behaviour_second_yellow_card,bad_behaviour_red_card,total_yellow,total_red,ball_recovery_successful_%,pressure_on_opponent_defending_third_%,pressure_on_opponent_middle_third_%,pressure_on_opponent_attacking_third_%,counterpressing_opponent_defending_third_%,counterpressing_opponent_middle_third_%,counterpressing_opponent_attacking_third_%,tackling_success_%,tackling_in_defending_third_%,tackling_in_middle_third_%,tackling_in_attacking_third_%,fouls_in_defending_third_%,fouls_in_middle_third_%,fouls_in_attacking_third_%
Cleber Janderson Pereira Reis,97,91,0,0,6,228,154,70,4,69,19,47,3,3,37,0,4,4,37,0,101,54,0,56,30,45,10,1,23,8,12,3,0,0,0,1,0,0,1,1,0,0,2,0,0.9381443298969072,0.6754385964912281,0.30701754385964913,0.017543859649122806,0.2753623188405797,0.6811594202898551,0.043478260869565216,0.5357142857142857,0.8035714285714286,0.17857142857142858,0.017857142857142856,0.34782608695652173,0.5217391304347826,0.13043478260869565
Clemens Fritz,265,251,1,1,14,493,179,247,67,165,27,86,52,3,60,3,1,1,60,0,45,22,0,83,54,44,29,10,52,9,32,11,1,0,0,8,0,0,5,5,0,0,13,0,0.9471698113207547,0.3630831643002028,0.5010141987829615,0.1359026369168357,0.16363636363636364,0.5212121212121212,0.3151515151515151,0.6506024096385542,0.5301204819277109,0.3493975903614458,0.12048192771084337,0.17307692307692307,0.6153846153846154,0.21153846153846154
Daniel Baier,162,151,0,0,11,378,185,168,25,124,35,72,17,0,42,0,0,0,42,0,64,17,0,49,28,29,16,4,34,13,19,2,1,0,0,4,0,0,3,3,0,0,7,0,0.9320987654320988,0.4894179894179894,0.4444444444444444,0.06613756613756613,0.28225806451612906,0.5806451612903226,0.13709677419354838,0.5714285714285714,0.5918367346938775,0.32653061224489793,0.08163265306122448,0.38235294117647056,0.5588235294117647,0.058823529411764705
Daniel Brosinski,117,113,0,0,4,287,156,90,41,77,13,34,30,7,58,1,0,0,58,0,88,49,0,46,14,33,9,4,18,4,10,4,0,1,0,3,0,0,0,0,0,0,3,0,0.9658119658119658,0.5435540069686411,0.313588850174216,0.14285714285714285,0.16883116883116883,0.44155844155844154,0.38961038961038963,0.30434782608695654,0.717391304347826,0.1956521739130435,0.08695652173913043,0.2222222222222222,0.5555555555555556,0.2222222222222222
Daniel Caligiuri,126,120,1,1,6,441,122,231,88,134,17,56,61,1,60,1,0,0,60,0,3,2,0,51,27,29,14,8,47,8,24,15,2,0,0,4,0,0,0,0,0,0,4,0,0.9523809523809523,0.2766439909297052,0.5238095238095238,0.19954648526077098,0.12686567164179105,0.417910447761194,0.4552238805970149,0.5294117647058824,0.5686274509803921,0.27450980392156865,0.1568627450980392,0.1702127659574468,0.5106382978723404,0.3191489361702128
Daniel Didavi,97,83,0,0,14,640,106,360,174,164,11,86,67,0,48,1,1,1,48,0,20,7,0,51,24,17,29,5,57,7,32,18,1,0,0,8,1,0,1,1,0,0,9,0,0.8556701030927835,0.165625,0.5625,0.271875,0.06707317073170732,0.524390243902439,0.40853658536585363,0.47058823529411764,0.3333333333333333,0.5686274509803921,0.09803921568627451,0.12280701754385964,0.5614035087719298,0.3157894736842105
Daniel Ginczek,19,15,0,0,4,163,2,61,100,40,0,13,27,0,11,1,0,0,11,0,7,5,0,1,0,0,1,0,14,0,6,8,1,0,0,1,0,0,0,0,0,0,1,0,0.7894736842105263,0.012269938650306749,0.37423312883435583,0.6134969325153374,0.0,0.325,0.675,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,0.5714285714285714
Daniel Schwaab,106,96,0,0,10,386,224,137,25,109,25,63,21,1,39,1,4,4,39,0,112,68,0,58,27,39,16,3,31,9,17,5,0,0,0,3,0,0,0,0,0,0,3,0,0.9056603773584906,0.5803108808290155,0.3549222797927461,0.06476683937823834,0.22935779816513763,0.5779816513761468,0.1926605504587156,0.46551724137931033,0.6724137931034483,0.27586206896551724,0.05172413793103448,0.2903225806451613,0.5483870967741935,0.16129032258064516
Daniel Tawiah Opare,23,21,0,0,2,47,25,20,2,8,1,5,2,0,7,0,0,0,7,0,9,4,0,4,0,2,2,0,6,5,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0.9130434782608695,0.5319148936170213,0.425531914893617,0.0425531914893617,0.125,0.625,0.25,0.0,0.5,0.5,0.0,0.8333333333333334,0.16666666666666666,0.0
Danilo Teodoro Soares,5,5,0,0,0,15,6,7,2,7,0,3,4,0,4,0,0,0,4,0,5,1,0,3,0,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.4,0.4666666666666667,0.13333333333333333,0.0,0.42857142857142855,0.5714285714285714,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0
Danny Latza,137,119,0,0,18,581,188,328,65,188,24,122,42,1,60,2,4,4,60,0,44,25,0,57,40,26,28,3,53,4,40,9,0,0,0,8,0,0,0,0,0,0,8,0,0.8686131386861314,0.32358003442340794,0.5645438898450946,0.11187607573149742,0.1276595744680851,0.648936170212766,0.22340425531914893,0.7017543859649122,0.45614035087719296,0.49122807017543857,0.05263157894736842,0.07547169811320754,0.7547169811320755,0.16981132075471697
Danny Vieira da Costa,70,59,0,0,11,347,135,133,79,124,10,47,67,3,44,0,3,3,44,0,47,26,0,59,24,28,16,15,16,3,10,3,0,0,0,4,0,0,0,0,0,0,4,0,0.8428571428571429,0.38904899135446686,0.38328530259365995,0.2276657060518732,0.08064516129032258,0.3790322580645161,0.5403225806451613,0.4067796610169492,0.4745762711864407,0.2711864406779661,0.2542372881355932,0.1875,0.625,0.1875
Dante Bonfim da Costa Santos,99,92,0,0,7,239,149,84,6,81,36,42,3,1,50,1,2,2,50,0,90,41,0,40,24,28,12,0,42,9,26,7,0,0,0,5,2,0,1,1,0,0,6,0,0.9292929292929293,0.6234309623430963,0.3514644351464435,0.02510460251046025,0.4444444444444444,0.5185185185185185,0.037037037037037035,0.6,0.7,0.3,0.0,0.21428571428571427,0.6190476190476191,0.16666666666666666
Dario Kresic,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.0,0.0,,,,,,,,,,
Dario Lezcano,57,48,0,0,9,394,29,149,216,107,1,28,78,1,22,0,0,0,22,0,9,7,0,23,13,5,9,9,38,1,14,23,2,0,0,4,0,0,0,0,0,0,4,0,0.8421052631578947,0.07360406091370558,0.37817258883248733,0.5482233502538071,0.009345794392523364,0.2616822429906542,0.7289719626168224,0.5652173913043478,0.21739130434782608,0.391304347826087,0.391304347826087,0.02631578947368421,0.3684210526315789,0.6052631578947368
David Kinsombi,1,1,0,0,0,22,21,1,0,4,1,3,0,0,8,0,1,1,8,0,10,6,0,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.9545454545454546,0.045454545454545456,0.0,0.25,0.75,0.0,0.5,0.75,0.25,0.0,,,
David Olatukunbo Alaba,164,158,0,0,6,206,66,96,44,89,11,43,35,4,40,0,0,0,40,0,59,29,0,21,10,11,7,3,11,3,7,1,0,0,0,2,0,0,0,0,0,0,2,0,0.9634146341463414,0.32038834951456313,0.46601941747572817,0.21359223300970873,0.12359550561797752,0.48314606741573035,0.39325842696629215,0.47619047619047616,0.5238095238095238,0.3333333333333333,0.14285714285714285,0.2727272727272727,0.6363636363636364,0.09090909090909091
David Yelldell,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,,,,,,
David Ángel Abraham,110,104,0,0,6,329,220,102,7,93,36,51,6,3,57,0,2,2,57,0,160,97,0,48,34,35,13,0,46,14,22,10,1,1,0,6,0,0,2,2,0,0,8,0,0.9454545454545454,0.668693009118541,0.3100303951367781,0.02127659574468085,0.3870967741935484,0.5483870967741935,0.06451612903225806,0.7083333333333334,0.7291666666666666,0.2708333333333333,0.0,0.30434782608695654,0.4782608695652174,0.21739130434782608
Dennis Aogo,80,78,0,0,2,189,103,58,28,52,12,18,22,7,46,0,3,3,46,0,62,33,0,26,8,16,8,2,27,9,13,5,0,1,0,4,0,0,0,0,0,0,4,0,0.975,0.544973544973545,0.30687830687830686,0.14814814814814814,0.23076923076923078,0.34615384615384615,0.4230769230769231,0.3076923076923077,0.6153846153846154,0.3076923076923077,0.07692307692307693,0.3333333333333333,0.48148148148148145,0.18518518518518517
Dennis Diekmeier,63,60,0,0,3,220,123,71,26,55,13,29,13,1,27,1,0,0,27,0,34,19,0,36,13,27,9,0,12,6,4,2,0,0,0,1,0,0,0,0,0,0,1,0,0.9523809523809523,0.5590909090909091,0.32272727272727275,0.11818181818181818,0.23636363636363636,0.5272727272727272,0.23636363636363636,0.3611111111111111,0.75,0.25,0.0,0.5,0.3333333333333333,0.16666666666666666
Diego Orlando Benaglio,122,120,0,0,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.9836065573770492,1.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,0.0,0.0
Dominik Kohr,107,94,0,0,13,667,277,341,49,193,40,116,37,0,79,1,5,5,79,0,75,33,0,70,51,39,27,4,78,27,41,10,0,0,0,12,0,0,0,0,0,0,12,0,0.8785046728971962,0.41529235382308843,0.5112443778110944,0.0734632683658171,0.20725388601036268,0.6010362694300518,0.19170984455958548,0.7285714285714285,0.5571428571428572,0.38571428571428573,0.05714285714285714,0.34615384615384615,0.5256410256410257,0.1282051282051282
Dominik Maroh,67,58,0,0,9,289,213,68,8,59,28,23,8,2,59,1,3,3,59,0,141,74,0,47,23,36,9,2,28,13,11,4,1,2,0,4,0,0,3,3,0,0,7,0,0.8656716417910447,0.7370242214532872,0.23529411764705882,0.02768166089965398,0.4745762711864407,0.3898305084745763,0.13559322033898305,0.48936170212765956,0.7659574468085106,0.19148936170212766,0.0425531914893617,0.4642857142857143,0.39285714285714285,0.14285714285714285
Dominik Stroh-Engel,15,14,0,0,1,105,12,60,33,24,0,8,16,0,9,1,0,0,9,0,7,7,0,3,1,1,0,2,12,1,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0.9333333333333333,0.11428571428571428,0.5714285714285714,0.3142857142857143,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.08333333333333333,0.3333333333333333,0.5833333333333334
Dominique Heintz,147,139,0,0,8,371,268,94,9,63,32,26,5,3,72,0,3,3,72,0,164,79,0,61,32,51,10,0,32,14,13,5,1,1,0,3,0,0,0,0,0,0,3,0,0.9455782312925171,0.7223719676549866,0.25336927223719674,0.02425876010781671,0.5079365079365079,0.4126984126984127,0.07936507936507936,0.5245901639344263,0.8360655737704918,0.16393442622950818,0.0,0.4375,0.40625,0.15625
Dong-Won Ji,45,41,0,0,4,228,38,125,65,74,2,38,34,3,22,1,0,0,22,0,5,3,0,10,7,3,6,1,27,0,16,11,2,0,0,2,0,0,0,0,0,0,2,0,0.9111111111111111,0.16666666666666666,0.5482456140350878,0.2850877192982456,0.02702702702702703,0.5135135135135135,0.4594594594594595,0.7,0.3,0.6,0.1,0.0,0.5925925925925926,0.4074074074074074
Douglas Costa de Souza,108,98,0,0,10,285,51,114,120,97,5,34,58,0,34,0,0,0,34,0,3,2,0,16,7,5,7,4,26,4,7,15,0,0,0,1,0,0,0,0,0,0,1,0,0.9074074074074074,0.17894736842105263,0.4,0.42105263157894735,0.05154639175257732,0.35051546391752575,0.5979381443298969,0.4375,0.3125,0.4375,0.25,0.15384615384615385,0.2692307692307692,0.5769230769230769
Dušan Švento,15,14,0,0,1,32,4,19,9,7,0,4,3,0,4,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9333333333333333,0.125,0.59375,0.28125,0.0,0.5714285714285714,0.42857142857142855,,,,,,,
Edgar Prib,90,81,1,1,9,376,129,180,67,114,18,51,45,1,31,0,0,0,31,0,25,9,0,36,20,21,13,2,56,14,31,11,1,0,0,3,0,0,0,0,0,0,3,0,0.9,0.34308510638297873,0.4787234042553192,0.17819148936170212,0.15789473684210525,0.4473684210526316,0.39473684210526316,0.5555555555555556,0.5833333333333334,0.3611111111111111,0.05555555555555555,0.25,0.5535714285714286,0.19642857142857142
Eduardo Jesús Vargas Rojas,79,74,0,0,5,300,36,160,104,90,3,42,45,0,19,0,0,0,19,0,2,0,0,16,13,5,8,3,28,1,16,11,0,0,0,1,0,0,0,0,0,0,1,0,0.9367088607594937,0.12,0.5333333333333333,0.3466666666666667,0.03333333333333333,0.4666666666666667,0.5,0.8125,0.3125,0.5,0.1875,0.03571428571428571,0.5714285714285714,0.39285714285714285
Elias Kachunga,9,7,0,0,2,88,16,38,34,19,2,2,15,0,3,0,0,0,3,0,3,3,0,4,1,1,1,2,9,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,0.18181818181818182,0.4318181818181818,0.38636363636363635,0.10526315789473684,0.10526315789473684,0.7894736842105263,0.25,0.25,0.25,0.5,0.1111111111111111,0.3333333333333333,0.5555555555555556
Emiliano Adrián Insúa Zapata,180,163,0,0,17,564,249,252,63,173,27,106,40,9,91,0,2,2,91,0,102,55,0,64,40,33,28,3,49,15,27,7,1,0,0,5,0,0,0,0,0,0,5,0,0.9055555555555556,0.44148936170212766,0.44680851063829785,0.11170212765957446,0.15606936416184972,0.6127167630057804,0.23121387283236994,0.625,0.515625,0.4375,0.046875,0.30612244897959184,0.5510204081632653,0.14285714285714285
Emir Spahić,108,103,0,0,5,282,201,78,3,82,32,47,3,5,60,1,3,3,60,1,180,103,0,47,24,31,16,0,32,15,11,6,0,2,0,5,0,1,2,2,0,0,7,1,0.9537037037037037,0.7127659574468085,0.2765957446808511,0.010638297872340425,0.3902439024390244,0.573170731707317,0.036585365853658534,0.5106382978723404,0.6595744680851063,0.3404255319148936,0.0,0.46875,0.34375,0.1875
Erik Durm,67,63,0,0,4,133,52,54,27,55,8,27,20,1,26,0,0,0,26,0,27,11,0,19,11,9,7,3,13,3,5,5,0,0,0,2,0,0,0,0,0,0,2,0,0.9402985074626866,0.39097744360902253,0.40601503759398494,0.20300751879699247,0.14545454545454545,0.4909090909090909,0.36363636363636365,0.5789473684210527,0.47368421052631576,0.3684210526315789,0.15789473684210525,0.23076923076923078,0.38461538461538464,0.38461538461538464
Ermin Bičakčić,52,50,0,0,2,160,113,41,6,53,11,35,7,2,54,0,4,4,54,0,130,66,0,27,15,16,8,3,13,5,6,2,0,0,0,3,1,0,0,0,0,0,3,0,0.9615384615384616,0.70625,0.25625,0.0375,0.20754716981132076,0.660377358490566,0.1320754716981132,0.5555555555555556,0.5925925925925926,0.2962962962962963,0.1111111111111111,0.38461538461538464,0.46153846153846156,0.15384615384615385
Eugen Polanski,118,109,0,0,9,554,184,308,62,189,14,132,43,0,49,0,2,2,49,0,34,17,0,59,29,23,32,4,44,10,29,5,0,0,0,8,0,0,0,0,0,0,8,0,0.923728813559322,0.33212996389891697,0.555956678700361,0.11191335740072202,0.07407407407407407,0.6984126984126984,0.2275132275132275,0.4915254237288136,0.3898305084745763,0.5423728813559322,0.06779661016949153,0.22727272727272727,0.6590909090909091,0.11363636363636363
Fabian Frei,54,50,0,0,4,220,84,116,20,69,9,45,15,0,28,0,0,0,28,0,23,8,0,21,12,8,10,3,23,4,18,1,1,0,0,1,0,0,0,0,0,0,1,0,0.9259259259259259,0.38181818181818183,0.5272727272727272,0.09090909090909091,0.13043478260869565,0.6521739130434783,0.21739130434782608,0.5714285714285714,0.38095238095238093,0.47619047619047616,0.14285714285714285,0.17391304347826086,0.782608695652174,0.043478260869565216
Fabian Holland,67,64,0,0,3,335,202,106,27,77,9,43,25,3,31,2,0,0,31,0,50,22,0,49,29,26,19,4,36,16,13,7,2,0,0,5,0,0,0,0,0,0,5,0,0.9552238805970149,0.6029850746268657,0.3164179104477612,0.08059701492537313,0.11688311688311688,0.5584415584415584,0.3246753246753247,0.5918367346938775,0.5306122448979592,0.3877551020408163,0.08163265306122448,0.4444444444444444,0.3611111111111111,0.19444444444444445
Fabian Johnson,92,88,1,1,4,294,77,150,67,117,8,66,43,1,55,2,0,0,55,0,22,15,0,27,18,9,18,0,15,1,10,4,0,0,0,2,0,0,0,0,0,0,2,0,0.9565217391304348,0.2619047619047619,0.5102040816326531,0.22789115646258504,0.06837606837606838,0.5641025641025641,0.36752136752136755,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.06666666666666667,0.6666666666666666,0.26666666666666666
Fabian Lukas Schär,70,68,0,0,2,172,95,66,11,63,17,41,5,1,46,0,0,0,46,0,122,59,0,26,11,18,8,0,32,12,16,4,0,0,0,3,0,0,0,0,0,0,3,0,0.9714285714285714,0.5523255813953488,0.38372093023255816,0.06395348837209303,0.2698412698412698,0.6507936507936508,0.07936507936507936,0.4230769230769231,0.6923076923076923,0.3076923076923077,0.0,0.375,0.5,0.125
Fabian Lustenberger,99,91,0,0,8,443,222,204,17,122,38,68,16,2,56,1,3,3,56,1,127,61,0,69,40,40,27,2,32,9,21,2,0,2,0,4,0,0,1,1,0,0,5,0,0.9191919191919192,0.5011286681715575,0.4604966139954853,0.03837471783295711,0.3114754098360656,0.5573770491803278,0.13114754098360656,0.5797101449275363,0.5797101449275363,0.391304347826087,0.028985507246376812,0.28125,0.65625,0.0625
Fabian Reese,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,1.0,,,,,,,,,,
Federico Barba,8,8,0,0,0,19,11,8,0,8,1,7,0,0,5,0,0,0,5,0,7,5,0,2,1,0,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.5789473684210527,0.42105263157894735,0.0,0.125,0.875,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0
Felipe Trevizan Martins,1,1,0,0,0,8,6,2,0,2,1,1,0,2,2,0,0,0,2,0,10,7,0,1,1,1,0,0,4,2,2,0,0,2,0,2,0,0,0,0,0,0,2,0,1.0,0.75,0.25,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.0
Felix Klaus,36,34,0,0,2,176,76,69,31,33,3,17,13,1,18,0,0,0,18,0,7,5,0,23,11,13,10,0,14,4,7,3,1,0,0,1,0,0,0,0,0,0,1,0,0.9444444444444444,0.4318181818181818,0.39204545454545453,0.17613636363636365,0.09090909090909091,0.5151515151515151,0.3939393939393939,0.4782608695652174,0.5652173913043478,0.43478260869565216,0.0,0.2857142857142857,0.5,0.21428571428571427
Felix Kroos,18,16,0,0,2,71,29,36,6,19,2,15,2,0,6,0,0,0,6,0,9,2,0,10,5,6,3,1,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.4084507042253521,0.5070422535211268,0.08450704225352113,0.10526315789473684,0.7894736842105263,0.10526315789473684,0.5,0.6,0.3,0.1,0.42857142857142855,0.5714285714285714,0.0
Felix Passlack,7,6,0,0,1,34,7,15,12,14,1,9,4,0,2,0,0,0,2,0,2,0,0,5,3,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8571428571428571,0.20588235294117646,0.4411764705882353,0.35294117647058826,0.07142857142857142,0.6428571428571429,0.2857142857142857,0.6,0.2,0.8,0.0,1.0,0.0,0.0
Felix Platte,10,9,0,0,1,36,5,20,11,9,0,3,6,0,3,1,0,0,3,0,1,1,0,2,2,0,0,2,7,0,3,4,0,0,0,2,0,0,0,0,0,0,2,0,0.9,0.1388888888888889,0.5555555555555556,0.3055555555555556,0.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.42857142857142855,0.5714285714285714
Felix Wiedwald,159,159,0,0,0,8,8,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,0,0,2,2,0,0,4,0,1.0,1.0,0.0,0.0,,,,,,,,1.0,0.0,0.0
Filip Kostić,168,153,1,1,15,545,136,254,155,170,9,55,106,0,73,2,0,0,73,0,11,7,0,41,20,15,16,10,41,10,16,15,2,0,0,4,0,0,1,1,0,0,5,0,0.9107142857142857,0.24954128440366974,0.46605504587155966,0.28440366972477066,0.052941176470588235,0.3235294117647059,0.6235294117647059,0.4878048780487805,0.36585365853658536,0.3902439024390244,0.24390243902439024,0.24390243902439024,0.3902439024390244,0.36585365853658536
Filip Mladenović,51,47,1,1,4,157,75,55,27,47,4,19,24,1,23,1,0,0,23,0,23,8,0,17,9,12,5,0,13,3,4,6,0,0,0,1,0,0,0,0,0,0,1,0,0.9215686274509803,0.47770700636942676,0.3503184713375796,0.17197452229299362,0.0851063829787234,0.40425531914893614,0.5106382978723404,0.5294117647058824,0.7058823529411765,0.29411764705882354,0.0,0.23076923076923078,0.3076923076923077,0.46153846153846156
Fin Bartels,135,118,0,0,17,426,115,193,118,119,7,54,58,1,44,1,0,0,44,0,12,5,0,31,11,10,13,8,20,3,9,8,0,0,0,4,0,0,3,2,1,0,7,0,0.8740740740740741,0.2699530516431925,0.45305164319248825,0.27699530516431925,0.058823529411764705,0.453781512605042,0.48739495798319327,0.3548387096774194,0.3225806451612903,0.41935483870967744,0.25806451612903225,0.15,0.45,0.4
Florian Grillitsch,134,121,2,2,13,574,178,311,85,175,16,109,50,1,51,0,1,1,51,0,28,11,0,62,29,25,32,5,27,1,22,4,0,0,0,3,0,0,0,0,0,0,3,0,0.9029850746268657,0.31010452961672474,0.5418118466898955,0.1480836236933798,0.09142857142857143,0.6228571428571429,0.2857142857142857,0.46774193548387094,0.4032258064516129,0.5161290322580645,0.08064516129032258,0.037037037037037035,0.8148148148148148,0.14814814814814814
Florian Jungwirth,70,64,0,0,6,339,204,114,21,59,12,27,20,5,44,0,2,2,44,1,63,30,0,51,27,34,15,2,16,7,7,2,0,0,0,3,0,0,1,1,0,0,4,0,0.9142857142857143,0.6017699115044248,0.336283185840708,0.061946902654867256,0.2033898305084746,0.4576271186440678,0.3389830508474576,0.5294117647058824,0.6666666666666666,0.29411764705882354,0.0392156862745098,0.4375,0.4375,0.125
Florian Klein,83,73,0,0,10,328,142,128,58,124,7,65,52,1,41,0,1,1,41,0,43,18,0,45,14,21,15,9,21,4,13,4,0,0,0,3,1,0,1,1,0,0,4,0,0.8795180722891566,0.4329268292682927,0.3902439024390244,0.17682926829268292,0.056451612903225805,0.5241935483870968,0.41935483870967744,0.3111111111111111,0.4666666666666667,0.3333333333333333,0.2,0.19047619047619047,0.6190476190476191,0.19047619047619047
Florian Kohls,1,1,0,0,0,3,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,
Florian Niederlechner,8,7,0,0,1,68,5,31,32,17,0,7,10,0,7,0,0,0,7,0,4,0,0,3,1,3,0,0,13,2,8,3,0,0,0,2,0,0,0,0,0,0,2,0,0.875,0.07352941176470588,0.45588235294117646,0.47058823529411764,0.0,0.4117647058823529,0.5882352941176471,0.3333333333333333,1.0,0.0,0.0,0.15384615384615385,0.6153846153846154,0.23076923076923078
Francisco José Rodriguez Araya,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,
Franck Bilal Ribéry,43,41,1,1,2,124,25,49,50,44,0,12,32,1,8,1,0,0,8,0,1,0,0,4,1,0,2,2,11,1,5,5,0,0,0,1,0,0,0,0,0,0,1,0,0.9534883720930233,0.20161290322580644,0.3951612903225806,0.4032258064516129,0.0,0.2727272727272727,0.7272727272727273,0.25,0.0,0.5,0.5,0.09090909090909091,0.45454545454545453,0.45454545454545453
Franco Matías Di Santo,29,25,0,0,4,313,37,147,129,85,3,31,51,0,25,1,0,0,25,0,14,9,0,15,11,3,9,3,34,6,14,14,1,0,0,3,0,0,0,0,0,0,3,0,0.8620689655172413,0.1182108626198083,0.4696485623003195,0.41214057507987223,0.03529411764705882,0.36470588235294116,0.6,0.7333333333333333,0.2,0.6,0.2,0.17647058823529413,0.4117647058823529,0.4117647058823529
Frederik Hillesborg Sørensen,51,47,0,0,4,215,137,69,9,53,16,31,6,2,51,0,4,4,51,1,115,56,0,44,24,33,10,1,25,5,15,5,0,0,0,5,0,0,0,0,0,0,5,0,0.9215686274509803,0.6372093023255814,0.3209302325581395,0.04186046511627907,0.3018867924528302,0.5849056603773585,0.11320754716981132,0.5454545454545454,0.75,0.22727272727272727,0.022727272727272728,0.2,0.6,0.2
Fynn Arkenberg,11,10,0,0,1,50,28,16,6,14,2,5,7,0,8,0,1,1,8,0,6,3,0,9,6,5,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9090909090909091,0.56,0.32,0.12,0.14285714285714285,0.35714285714285715,0.5,0.6666666666666666,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Gaëtan Bussmann,37,35,0,0,2,248,122,102,24,65,12,35,18,5,47,0,0,0,47,2,49,21,0,39,19,21,15,3,19,6,10,3,0,0,0,3,0,0,0,0,0,0,3,0,0.9459459459459459,0.49193548387096775,0.4112903225806452,0.0967741935483871,0.18461538461538463,0.5384615384615384,0.27692307692307694,0.48717948717948717,0.5384615384615384,0.38461538461538464,0.07692307692307693,0.3157894736842105,0.5263157894736842,0.15789473684210525
Genki Haraguchi,120,108,1,1,12,582,176,258,148,162,12,75,75,2,60,1,1,1,60,0,12,7,0,63,35,32,26,5,33,8,16,9,1,0,0,4,0,0,0,0,0,0,4,0,0.9,0.3024054982817869,0.44329896907216493,0.2542955326460481,0.07407407407407407,0.46296296296296297,0.46296296296296297,0.5555555555555556,0.5079365079365079,0.4126984126984127,0.07936507936507936,0.24242424242424243,0.48484848484848486,0.2727272727272727
Georg Niedermeier,49,41,0,0,8,127,81,42,4,32,13,17,2,1,38,0,1,1,38,0,73,41,0,21,11,17,4,0,22,8,9,5,0,1,0,4,0,0,1,1,0,0,5,0,0.8367346938775511,0.6377952755905512,0.33070866141732286,0.031496062992125984,0.40625,0.53125,0.0625,0.5238095238095238,0.8095238095238095,0.19047619047619047,0.0,0.36363636363636365,0.4090909090909091,0.22727272727272727
