player,ball_recovery_total,ball_recovery_successful,ball_recovery_offensive_total,ball_recovery_offensive_successful,ball_recovery_failed,pressure_on_opponent,pressure_on_opponent_defending_third,pressure_on_opponent_middle_third,pressure_on_opponent_attacking_third,counterpressing_total,counterpressing_opponent_defending_third,counterpressing_opponent_middle_third,counterpressing_attacking_third,shield_total,block_total,block_offensive,block_ball_deflection,block_counterpress,block_during_counterpress,block_shot_on_target,clearance_total,clearance_with_head,interception,tackling,tackling_won,tackling_in_defending_third,tackling_in_middle_third,tackling_in_attacking_third,fouls_total,fouls_in_defending_third,fouls_in_middle_third,fouls_in_attacking_third,fouls_offensive,fouls_lead_to_penalty,fouls_wins_a_penalty,fouls_yellow_card,fouls_second_yellow_card,fouls_red_card,bad_behaviour_total,bad_behaviour_yellow_card,bad_behaviour_second_yellow_card,bad_behaviour_red_card,total_yellow,total_red,ball_recovery_successful_%,pressure_on_opponent_defending_third_%,pressure_on_opponent_middle_third_%,pressure_on_opponent_attacking_third_%,counterpressing_opponent_defending_third_%,counterpressing_opponent_middle_third_%,counterpressing_opponent_attacking_third_%,tackling_success_%,tackling_in_defending_third_%,tackling_in_middle_third_%,tackling_in_attacking_third_%,fouls_in_defending_third_%,fouls_in_middle_third_%,fouls_in_attacking_third_%
Slobodan Rajković,36,34,0,0,2,146,98,44,4,33,10,21,2,0,33,1,1,1,33,0,83,45,0,19,12,15,4,0,23,9,11,3,0,0,0,3,0,0,1,1,0,0,4,0,0.9444444444444444,0.6712328767123288,0.3013698630136986,0.0273972602739726,0.30303030303030304,0.6363636363636364,0.06060606060606061,0.631578947368421,0.7894736842105263,0.21052631578947367,0.0,0.391304347826087,0.4782608695652174,0.13043478260869565
Sokratis Papastathopoulos,101,94,0,0,7,267,166,92,9,89,29,54,6,8,37,1,3,3,37,0,93,46,0,53,30,41,12,0,36,13,22,1,0,1,0,5,0,0,0,0,0,0,5,0,0.9306930693069307,0.6217228464419475,0.3445692883895131,0.033707865168539325,0.3258426966292135,0.6067415730337079,0.06741573033707865,0.5660377358490566,0.7735849056603774,0.22641509433962265,0.0,0.3611111111111111,0.6111111111111112,0.027777777777777776
Sonny Kittel,21,20,0,0,1,78,13,41,24,30,3,12,15,0,11,0,0,0,11,0,0,0,0,6,4,2,3,1,5,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0.9523809523809523,0.16666666666666666,0.5256410256410257,0.3076923076923077,0.1,0.4,0.5,0.6666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.0,0.8,0.2
Stefan Aigner,91,84,0,0,7,483,125,223,135,135,13,56,66,3,48,1,3,3,48,0,14,7,0,48,26,25,15,8,51,6,28,17,1,0,0,7,0,0,0,0,0,0,7,0,0.9230769230769231,0.2587991718426501,0.4616977225672878,0.2795031055900621,0.0962962962962963,0.4148148148148148,0.4888888888888889,0.5416666666666666,0.5208333333333334,0.3125,0.16666666666666666,0.11764705882352941,0.5490196078431373,0.3333333333333333
Stefan Bell,181,173,0,0,8,264,178,77,9,89,34,47,8,5,68,0,3,3,68,3,167,90,0,47,27,33,14,0,53,14,26,13,0,1,0,3,0,0,0,0,0,0,3,0,0.9558011049723757,0.6742424242424242,0.2916666666666667,0.03409090909090909,0.38202247191011235,0.5280898876404494,0.0898876404494382,0.574468085106383,0.7021276595744681,0.2978723404255319,0.0,0.2641509433962264,0.49056603773584906,0.24528301886792453
Stefan Kießling,84,74,0,0,10,389,40,219,130,139,2,70,67,0,35,0,1,1,35,0,22,20,0,31,24,5,19,7,48,0,27,21,2,0,0,1,0,0,0,0,0,0,1,0,0.8809523809523809,0.10282776349614396,0.5629820051413882,0.3341902313624679,0.014388489208633094,0.5035971223021583,0.48201438848920863,0.7741935483870968,0.16129032258064516,0.6129032258064516,0.22580645161290322,0.0,0.5625,0.4375
Stefan Lex,30,26,1,1,4,306,48,133,125,74,2,19,53,0,13,1,1,1,13,0,4,3,0,12,6,5,5,2,21,0,11,10,0,0,0,2,0,0,0,0,0,0,2,0,0.8666666666666667,0.1568627450980392,0.434640522875817,0.4084967320261438,0.02702702702702703,0.25675675675675674,0.7162162162162162,0.5,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.0,0.5238095238095238,0.47619047619047616
Stefan Reinartz,76,70,0,0,6,246,71,157,18,84,10,56,18,0,37,0,2,2,37,0,19,9,0,24,14,7,15,2,26,4,18,4,0,0,0,2,0,0,0,0,0,0,2,0,0.9210526315789473,0.2886178861788618,0.6382113821138211,0.07317073170731707,0.11904761904761904,0.6666666666666666,0.21428571428571427,0.5833333333333334,0.2916666666666667,0.625,0.08333333333333333,0.15384615384615385,0.6923076923076923,0.15384615384615385
Stefan Wannenwetsch,0,0,0,0,0,32,7,15,10,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.21875,0.46875,0.3125,0.0,0.0,1.0,,,,,0.6666666666666666,0.0,0.3333333333333333
Steven Zuber,39,37,0,0,2,156,62,53,41,48,3,16,29,0,22,0,0,0,22,0,3,2,0,9,6,5,1,3,13,1,5,7,0,0,0,1,0,0,0,0,0,0,1,0,0.9487179487179487,0.3974358974358974,0.33974358974358976,0.26282051282051283,0.0625,0.3333333333333333,0.6041666666666666,0.6666666666666666,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.07692307692307693,0.38461538461538464,0.5384615384615384
Suat Serdar,21,19,0,0,2,76,19,49,8,28,2,13,13,0,5,0,0,0,5,0,5,2,0,7,3,2,3,2,7,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0.9047619047619048,0.25,0.6447368421052632,0.10526315789473684,0.07142857142857142,0.4642857142857143,0.4642857142857143,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.42857142857142855,0.5714285714285714
Sven Bender,83,79,0,0,4,174,87,70,17,51,9,34,8,2,34,0,1,1,34,0,69,33,0,33,14,21,11,1,13,3,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0.9518072289156626,0.5,0.40229885057471265,0.09770114942528736,0.17647058823529413,0.6666666666666666,0.1568627450980392,0.42424242424242425,0.6363636363636364,0.3333333333333333,0.030303030303030304,0.23076923076923078,0.6923076923076923,0.07692307692307693
Sven Schipplock,36,33,0,0,3,316,28,181,107,105,2,46,57,0,23,2,0,0,23,0,14,10,0,11,5,2,5,4,36,4,15,17,4,0,0,3,0,0,0,0,0,0,3,0,0.9166666666666666,0.08860759493670886,0.5727848101265823,0.33860759493670883,0.01904761904761905,0.4380952380952381,0.5428571428571428,0.45454545454545453,0.18181818181818182,0.45454545454545453,0.36363636363636365,0.1111111111111111,0.4166666666666667,0.4722222222222222
Sven Ulreich,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,,,,,,
Szabolcs Huszti,76,71,0,0,5,348,103,189,56,111,15,65,31,1,21,0,1,1,21,0,9,6,0,34,24,21,9,4,43,9,23,11,0,0,0,4,0,0,1,1,0,0,5,0,0.9342105263157895,0.2959770114942529,0.5431034482758621,0.16091954022988506,0.13513513513513514,0.5855855855855856,0.27927927927927926,0.7058823529411765,0.6176470588235294,0.2647058823529412,0.11764705882352941,0.20930232558139536,0.5348837209302325,0.2558139534883721
Takashi Inui,1,1,0,0,0,18,5,10,3,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.2777777777777778,0.5555555555555556,0.16666666666666666,0.0,0.75,0.25,,,,,1.0,0.0,0.0
Tarik Elyounoussi,20,19,0,0,1,97,40,35,22,26,1,12,13,0,9,0,0,0,9,0,8,3,0,10,4,7,2,1,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.41237113402061853,0.36082474226804123,0.2268041237113402,0.038461538461538464,0.46153846153846156,0.5,0.4,0.7,0.2,0.1,0.2,0.6,0.2
Theodor Gebre Selassie,108,101,2,2,7,548,265,192,91,168,21,68,79,7,70,2,1,1,70,1,120,69,0,76,42,44,19,13,46,14,15,17,0,0,0,4,0,0,1,1,0,0,5,0,0.9351851851851852,0.4835766423357664,0.35036496350364965,0.16605839416058393,0.125,0.40476190476190477,0.47023809523809523,0.5526315789473685,0.5789473684210527,0.25,0.17105263157894737,0.30434782608695654,0.32608695652173914,0.3695652173913043
Thiago Alcântara do Nascimento,112,103,1,1,9,324,80,173,71,152,26,78,48,1,28,0,0,0,28,0,13,12,0,54,40,17,29,8,40,5,23,12,1,0,0,2,0,0,0,0,0,0,2,0,0.9196428571428571,0.24691358024691357,0.5339506172839507,0.2191358024691358,0.17105263157894737,0.5131578947368421,0.3157894736842105,0.7407407407407407,0.3148148148148148,0.5370370370370371,0.14814814814814814,0.125,0.575,0.3
Thilo Kehrer,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Thomas Kessler,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,,,,,,
Thomas Kraft,33,32,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9696969696969697,1.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,,,
Thomas Müller,80,71,0,0,9,330,26,150,154,110,3,48,59,1,37,1,0,0,37,0,16,8,0,23,12,4,14,5,29,2,14,13,0,0,0,3,0,0,1,1,0,0,4,0,0.8875,0.07878787878787878,0.45454545454545453,0.4666666666666667,0.02727272727272727,0.43636363636363634,0.5363636363636364,0.5217391304347826,0.17391304347826086,0.6086956521739131,0.21739130434782608,0.06896551724137931,0.4827586206896552,0.4482758620689655
Thorgan Hazard,77,69,0,0,8,490,106,239,145,173,14,87,72,2,35,2,0,0,35,0,9,4,0,40,19,18,16,6,50,8,29,13,0,1,0,4,0,0,0,0,0,0,4,0,0.8961038961038961,0.2163265306122449,0.48775510204081635,0.29591836734693877,0.08092485549132948,0.5028901734104047,0.4161849710982659,0.475,0.45,0.4,0.15,0.16,0.58,0.26
Tim Dierßen,0,0,0,0,0,7,1,4,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.0,0.5,0.5,0.0,1.0,0.0,0.0,,,
Tim Matavž,13,12,0,0,1,105,8,42,55,30,0,9,21,0,6,0,0,0,6,0,1,0,0,7,4,1,3,3,4,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0.9230769230769231,0.0761904761904762,0.4,0.5238095238095238,0.0,0.3,0.7,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.25,0.25,0.5
Timm Klose,28,26,0,0,2,73,49,21,3,18,9,8,1,1,11,0,1,1,11,0,28,11,0,10,5,8,2,0,6,3,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0.9285714285714286,0.6712328767123288,0.2876712328767123,0.0410958904109589,0.5,0.4444444444444444,0.05555555555555555,0.5,0.8,0.2,0.0,0.5,0.3333333333333333,0.16666666666666666
Timo Baumgartl,55,51,0,0,4,234,147,84,3,71,20,50,1,3,49,1,2,2,49,0,108,48,0,36,18,23,13,0,18,6,7,5,1,0,0,3,0,0,0,0,0,0,3,0,0.9272727272727272,0.6282051282051282,0.358974358974359,0.01282051282051282,0.28169014084507044,0.704225352112676,0.014084507042253521,0.5,0.6388888888888888,0.3611111111111111,0.0,0.3333333333333333,0.3888888888888889,0.2777777777777778
Timo Horn,148,148,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,,,,,,
Timo Werner,72,60,1,1,12,535,43,261,231,122,3,33,86,1,43,5,0,0,43,0,4,2,0,15,10,5,5,5,36,2,14,20,2,0,0,0,0,0,0,0,0,0,0,0,0.8333333333333334,0.08037383177570094,0.48785046728971965,0.43177570093457945,0.02459016393442623,0.27049180327868855,0.7049180327868853,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.05555555555555555,0.3888888888888889,0.5555555555555556
Timothy Chandler,28,26,0,0,2,101,48,38,15,33,7,13,13,0,15,0,0,0,15,0,10,6,0,18,11,9,6,3,13,5,5,3,0,0,0,3,0,0,1,1,0,0,4,0,0.9285714285714286,0.4752475247524752,0.37623762376237624,0.1485148514851485,0.21212121212121213,0.3939393939393939,0.3939393939393939,0.6111111111111112,0.5,0.3333333333333333,0.16666666666666666,0.38461538461538464,0.38461538461538464,0.23076923076923078
Tin Jedvaj,43,39,0,0,4,177,65,84,28,72,6,36,30,0,31,0,1,1,31,1,35,22,0,20,9,12,4,4,17,2,10,5,1,1,0,5,0,0,2,1,1,0,7,0,0.9069767441860465,0.3672316384180791,0.4745762711864407,0.15819209039548024,0.08333333333333333,0.5,0.4166666666666667,0.45,0.6,0.2,0.2,0.11764705882352941,0.5882352941176471,0.29411764705882354
Tobias Kempe,86,80,0,0,6,283,78,122,83,79,7,34,38,2,33,0,0,0,33,0,15,4,0,18,12,8,7,3,19,3,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0.9302325581395349,0.2756183745583039,0.43109540636042404,0.29328621908127206,0.08860759493670886,0.43037974683544306,0.4810126582278481,0.6666666666666666,0.4444444444444444,0.3888888888888889,0.16666666666666666,0.15789473684210525,0.47368421052631576,0.3684210526315789
Tobias Levels,63,52,0,0,11,307,132,127,48,99,7,52,40,4,50,1,0,0,50,0,37,22,0,48,15,23,22,3,25,6,16,3,0,0,0,3,0,0,1,1,0,0,4,0,0.8253968253968254,0.42996742671009774,0.41368078175895767,0.1563517915309446,0.0707070707070707,0.5252525252525253,0.40404040404040403,0.3125,0.4791666666666667,0.4583333333333333,0.0625,0.24,0.64,0.12
Tobias Sippel,12,12,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,,,,,,,,,,
Tobias Strobl,92,89,0,0,3,500,228,236,36,155,28,100,27,2,70,0,2,2,70,0,65,32,0,69,36,33,34,2,46,5,38,3,0,0,0,5,0,0,0,0,0,0,5,0,0.967391304347826,0.456,0.472,0.072,0.18064516129032257,0.6451612903225806,0.17419354838709677,0.5217391304347826,0.4782608695652174,0.4927536231884058,0.028985507246376812,0.10869565217391304,0.8260869565217391,0.06521739130434782
Tobias Werner,28,25,0,0,3,97,35,41,21,35,3,15,17,0,17,0,0,0,17,0,8,2,0,7,5,4,3,0,10,2,3,5,0,0,0,1,0,0,1,1,0,0,2,0,0.8928571428571429,0.36082474226804123,0.422680412371134,0.21649484536082475,0.08571428571428572,0.42857142857142855,0.4857142857142857,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.0,0.2,0.3,0.5
Tohouri Zahoui Constant Djakpa,55,50,1,0,5,99,44,40,15,32,1,13,18,6,17,1,0,0,17,0,26,15,0,12,8,4,6,2,8,3,3,2,0,0,0,2,0,0,0,0,0,0,2,0,0.9090909090909091,0.4444444444444444,0.40404040404040403,0.15151515151515152,0.03125,0.40625,0.5625,0.6666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.375,0.375,0.25
Tolga Ciğerci,86,79,0,0,7,280,107,137,36,85,15,48,22,1,24,0,0,0,24,0,16,9,0,28,17,19,7,2,17,6,10,1,0,0,0,2,0,0,0,0,0,0,2,0,0.9186046511627907,0.3821428571428571,0.48928571428571427,0.12857142857142856,0.17647058823529413,0.5647058823529412,0.25882352941176473,0.6071428571428571,0.6785714285714286,0.25,0.07142857142857142,0.35294117647058826,0.5882352941176471,0.058823529411764705
Tom Mickel,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,,,,,,
Tomáš Pekhart,0,0,0,0,0,21,0,11,10,3,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,,0.0,0.5238095238095238,0.47619047619047616,0.0,0.3333333333333333,0.6666666666666666,,,,,0.0,0.5,0.5
Toni Šunjić,54,45,0,0,9,176,118,54,4,51,13,36,2,0,22,0,1,1,22,0,122,69,0,31,17,22,9,0,28,8,18,2,0,1,0,6,1,0,0,0,0,0,6,0,0.8333333333333334,0.6704545454545454,0.3068181818181818,0.022727272727272728,0.2549019607843137,0.7058823529411765,0.0392156862745098,0.5483870967741935,0.7096774193548387,0.2903225806451613,0.0,0.2857142857142857,0.6428571428571429,0.07142857142857142
Tony Jantschke,29,28,0,0,1,90,43,42,5,38,3,28,7,2,22,1,1,1,22,0,47,26,0,23,11,10,13,0,8,2,5,1,0,0,0,2,0,0,0,0,0,0,2,0,0.9655172413793104,0.4777777777777778,0.4666666666666667,0.05555555555555555,0.07894736842105263,0.7368421052631579,0.18421052631578946,0.4782608695652174,0.43478260869565216,0.5652173913043478,0.0,0.25,0.625,0.125
Uffe Manich Bech,31,27,0,0,4,185,42,97,46,46,2,22,22,0,21,1,1,1,21,0,6,3,0,13,2,9,2,2,15,2,9,4,0,0,0,1,0,0,0,0,0,0,1,0,0.8709677419354839,0.22702702702702704,0.5243243243243243,0.24864864864864866,0.043478260869565216,0.4782608695652174,0.4782608695652174,0.15384615384615385,0.6923076923076923,0.15384615384615385,0.15384615384615385,0.13333333333333333,0.6,0.26666666666666666
Uilson de Souza Paula Júnior,139,129,1,1,10,358,162,134,62,131,17,73,41,6,70,0,1,1,70,1,71,35,0,54,24,33,21,0,41,13,19,9,1,1,0,6,0,0,1,1,0,0,7,0,0.9280575539568345,0.45251396648044695,0.3743016759776536,0.17318435754189945,0.1297709923664122,0.5572519083969466,0.31297709923664124,0.4444444444444444,0.6111111111111112,0.3888888888888889,0.0,0.3170731707317073,0.4634146341463415,0.21951219512195122
Ulisses Alexandre Garcia Lopes,46,41,0,0,5,127,52,54,21,27,3,18,6,0,14,0,0,0,14,0,14,11,0,15,10,6,9,0,22,6,13,3,0,1,0,3,0,0,0,0,0,0,3,0,0.8913043478260869,0.4094488188976378,0.4251968503937008,0.16535433070866143,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.4,0.6,0.0,0.2727272727272727,0.5909090909090909,0.13636363636363635
Valentin Stocker,45,36,0,0,9,293,99,132,62,69,6,33,30,2,26,0,0,0,26,0,5,3,0,17,10,6,7,4,31,6,16,9,1,0,0,2,0,0,0,0,0,0,2,0,0.8,0.3378839590443686,0.45051194539249145,0.21160409556313994,0.08695652173913043,0.4782608695652174,0.43478260869565216,0.5882352941176471,0.35294117647058826,0.4117647058823529,0.23529411764705882,0.1935483870967742,0.5161290322580645,0.2903225806451613
Valmir Sulejmani,14,13,0,0,1,56,7,24,25,17,0,5,12,0,1,0,0,0,1,0,0,0,0,2,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.9285714285714286,0.125,0.42857142857142855,0.44642857142857145,0.0,0.29411764705882354,0.7058823529411765,0.5,0.0,0.5,0.5,0.0,0.0,1.0
Vedad Ibišević,66,58,0,0,8,412,36,224,152,103,2,43,58,0,24,2,2,2,24,0,14,12,0,13,11,0,7,6,48,0,32,16,2,0,0,4,0,1,1,1,0,0,5,1,0.8787878787878788,0.08737864077669903,0.5436893203883495,0.36893203883495146,0.019417475728155338,0.4174757281553398,0.5631067961165048,0.8461538461538461,0.0,0.5384615384615384,0.46153846153846156,0.0,0.6666666666666666,0.3333333333333333
Vladimír Darida,150,135,0,0,15,513,132,280,101,181,20,96,65,0,47,0,0,0,47,0,34,18,0,40,23,21,16,3,64,10,38,16,1,0,0,6,0,0,0,0,0,0,6,0,0.9,0.2573099415204678,0.5458089668615984,0.1968810916179337,0.11049723756906077,0.5303867403314917,0.35911602209944754,0.575,0.525,0.4,0.075,0.15625,0.59375,0.25
Vladlen Yurchenko,12,10,0,0,2,62,20,35,7,21,0,12,9,0,8,1,0,0,8,0,5,1,0,5,2,1,3,1,9,1,5,3,0,0,0,2,0,0,0,0,0,0,2,0,0.8333333333333334,0.3225806451612903,0.5645161290322581,0.11290322580645161,0.0,0.5714285714285714,0.42857142857142855,0.4,0.2,0.6,0.2,0.1111111111111111,0.5555555555555556,0.3333333333333333
Václav Kadlec,7,6,0,0,1,33,10,11,12,7,1,1,5,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,5,0,3,2,1,0,0,1,0,0,0,0,0,0,1,0,0.8571428571428571,0.30303030303030304,0.3333333333333333,0.36363636363636365,0.14285714285714285,0.14285714285714285,0.7142857142857143,1.0,0.5,0.5,0.0,0.0,0.6,0.4
Waldemar Anton,49,41,0,0,8,105,46,52,7,28,6,14,8,1,15,0,0,0,15,0,39,21,0,8,7,6,2,0,10,1,6,3,0,0,0,2,0,0,0,0,0,0,2,0,0.8367346938775511,0.4380952380952381,0.49523809523809526,0.06666666666666667,0.21428571428571427,0.5,0.2857142857142857,0.875,0.75,0.25,0.0,0.1,0.6,0.3
Wendell Nascimento Borges,188,174,1,1,14,465,215,184,66,166,19,92,55,4,74,1,3,3,74,0,85,44,0,83,33,48,29,6,61,21,30,10,1,2,0,9,0,0,2,1,1,0,11,0,0.925531914893617,0.46236559139784944,0.3956989247311828,0.14193548387096774,0.1144578313253012,0.5542168674698795,0.3313253012048193,0.39759036144578314,0.5783132530120482,0.3493975903614458,0.07228915662650602,0.3442622950819672,0.4918032786885246,0.16393442622950818
Xabier Alonso Olano,99,88,0,0,11,347,109,174,64,145,20,76,49,1,29,1,0,0,29,0,35,22,0,48,32,17,29,2,40,6,26,8,2,1,0,6,1,0,0,0,0,0,6,0,0.8888888888888888,0.31412103746397696,0.5014409221902018,0.1844380403458213,0.13793103448275862,0.5241379310344828,0.33793103448275863,0.6666666666666666,0.3541666666666667,0.6041666666666666,0.041666666666666664,0.15,0.65,0.2
Yann Sommer,162,162,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,2,0,1.0,1.0,0.0,0.0,,,,,,,,1.0,0.0,0.0
Yanni Regäsel,63,58,0,0,5,213,89,97,27,61,8,35,18,3,27,0,3,3,27,0,24,9,0,21,13,13,7,1,14,3,9,2,1,0,0,0,0,0,1,1,0,0,1,0,0.9206349206349206,0.41784037558685444,0.45539906103286387,0.1267605633802817,0.13114754098360656,0.5737704918032787,0.29508196721311475,0.6190476190476191,0.6190476190476191,0.3333333333333333,0.047619047619047616,0.21428571428571427,0.6428571428571429,0.14285714285714285
Yannick Gerhardt,130,113,0,0,17,554,161,307,86,157,23,84,50,1,48,1,1,1,48,0,25,11,0,54,32,32,19,3,34,5,23,6,2,0,0,3,0,0,0,0,0,0,3,0,0.8692307692307693,0.29061371841155237,0.5541516245487365,0.1552346570397112,0.1464968152866242,0.535031847133758,0.3184713375796178,0.5925925925925926,0.5925925925925926,0.35185185185185186,0.05555555555555555,0.14705882352941177,0.6764705882352942,0.17647058823529413
Yoshinori Muto,49,43,0,0,6,414,34,177,203,93,2,25,66,0,29,1,2,2,29,0,3,3,0,25,18,4,11,10,45,0,23,22,4,0,0,2,0,0,0,0,0,0,2,0,0.8775510204081632,0.0821256038647343,0.427536231884058,0.49033816425120774,0.021505376344086023,0.26881720430107525,0.7096774193548387,0.72,0.16,0.44,0.4,0.0,0.5111111111111111,0.4888888888888889
Younès Belhanda,60,55,0,0,5,204,43,107,54,86,6,45,35,0,26,0,1,1,26,0,5,0,0,27,19,5,15,7,16,2,7,7,0,0,0,2,0,0,0,0,0,0,2,0,0.9166666666666666,0.2107843137254902,0.5245098039215687,0.2647058823529412,0.06976744186046512,0.5232558139534884,0.4069767441860465,0.7037037037037037,0.18518518518518517,0.5555555555555556,0.25925925925925924,0.125,0.4375,0.4375
Yunus Mallı,115,108,0,0,7,485,54,265,166,139,1,64,74,0,49,0,1,1,49,0,6,2,0,14,8,3,7,4,21,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0.9391304347826087,0.11134020618556702,0.5463917525773195,0.3422680412371134,0.007194244604316547,0.460431654676259,0.5323741007194245,0.5714285714285714,0.21428571428571427,0.5,0.2857142857142857,0.047619047619047616,0.47619047619047616,0.47619047619047616
Yūya Ōsako,75,68,0,0,7,312,57,167,88,102,7,47,48,1,11,0,0,0,11,0,11,7,0,29,14,6,17,6,31,3,21,7,0,0,0,2,0,0,0,0,0,0,2,0,0.9066666666666666,0.18269230769230768,0.5352564102564102,0.28205128205128205,0.06862745098039216,0.46078431372549017,0.47058823529411764,0.4827586206896552,0.20689655172413793,0.5862068965517241,0.20689655172413793,0.0967741935483871,0.6774193548387096,0.22580645161290322
Zlatko Junuzović,144,131,2,2,13,643,145,332,166,152,11,85,56,0,46,0,2,2,46,0,14,7,0,55,25,15,34,6,54,5,37,12,3,0,0,4,0,0,2,2,0,0,6,0,0.9097222222222222,0.2255054432348367,0.5163297045101088,0.2581648522550544,0.07236842105263158,0.5592105263157895,0.3684210526315789,0.45454545454545453,0.2727272727272727,0.6181818181818182,0.10909090909090909,0.09259259259259259,0.6851851851851852,0.2222222222222222
Ádám Szalai,29,24,1,1,5,167,8,72,87,68,2,23,43,0,12,1,0,0,12,0,3,2,0,7,5,0,4,3,22,0,10,12,1,0,0,2,0,0,0,0,0,0,2,0,0.8275862068965517,0.04790419161676647,0.4311377245508982,0.5209580838323353,0.029411764705882353,0.3382352941176471,0.6323529411764706,0.7142857142857143,0.0,0.5714285714285714,0.42857142857142855,0.0,0.45454545454545453,0.5454545454545454
Álvaro Domínguez Soto,14,13,0,0,1,29,13,15,1,14,3,10,1,0,5,0,0,0,5,0,27,11,0,8,4,4,4,0,4,2,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0.9285714285714286,0.4482758620689655,0.5172413793103449,0.034482758620689655,0.21428571428571427,0.7142857142857143,0.07142857142857142,0.5,0.5,0.5,0.0,0.5,0.5,0.0
Änis Ben-Hatira,36,34,0,0,2,156,26,88,42,37,0,21,16,1,1,0,0,0,1,0,4,2,0,9,6,2,3,4,17,3,11,3,1,0,0,2,0,0,0,0,0,0,2,0,0.9444444444444444,0.16666666666666666,0.5641025641025641,0.2692307692307692,0.0,0.5675675675675675,0.43243243243243246,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.17647058823529413,0.6470588235294118,0.17647058823529413
Ömer Toprak,97,94,0,0,3,177,105,64,8,54,16,32,6,3,46,0,2,2,46,1,78,46,0,39,21,25,13,1,24,10,12,2,0,1,0,2,0,0,0,0,0,0,2,0,0.9690721649484536,0.5932203389830508,0.3615819209039548,0.04519774011299435,0.2962962962962963,0.5925925925925926,0.1111111111111111,0.5384615384615384,0.6410256410256411,0.3333333333333333,0.02564102564102564,0.4166666666666667,0.5,0.08333333333333333
Özkan Yıldırım,0,0,0,0,0,2,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,
